job2_artifact	job2_key	job2_value_summary	corrected_b_disposition	corrected_b_key	reason
SELECTED-cohort-response-measurements.tsv	NCT00804908||abt-888 20 mg bid + tmz qd||om4	type=SECONDARY;denom=116;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804908||abt-888 20 mg bid + tmz qd	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804908||abt-888 40 mg bid + tmz qd||om4	type=SECONDARY;denom=115;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804908||abt-888 40 mg bid + tmz qd	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804908||placebo for abt-888 bid + tmz qd||om4	type=SECONDARY;denom=115;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804908||placebo for abt-888 bid + tmz qd	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00806156||mitt population||om1	type=SECONDARY;denom=169;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00806156||mitt population	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00806156||nktr-102 q14d||om1	type=SECONDARY;denom=37;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00806156||nktr-102 q14d	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00806156||nktr-102 q21d||om0	type=PRIMARY;denom=104;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00806156||nktr-102 q21d	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00806156||platinum-refractory population||om3	type=SECONDARY;denom=65;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00806156||platinum-refractory population	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00806156||primary efficacy population||om0	type=PRIMARY;denom=104;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00806156||primary efficacy population	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00806156||prior pld population||om4	type=SECONDARY;denom=130;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00806156||prior pld population	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00806286||cs7017+carboplatin+paclitaxel||om3	type=SECONDARY;denom=54;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00806286||cs7017+carboplatin+paclitaxel	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00806286||cs7017-matching placebo+carboplatin+paclitaxel||om3	type=SECONDARY;denom=54;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00806286||cs7017-matching placebo+carboplatin+paclitaxel	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00807495||alisertib 50 mg bid starting dose (atl)||om0	type=PRIMARY;denom=6;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00807495||alisertib 50 mg bid starting dose (atl)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00807495||alisertib 50 mg bid starting dose (bl)||om0	type=PRIMARY;denom=1;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00807495||alisertib 50 mg bid starting dose (bl)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00807495||alisertib 50 mg bid starting dose (dlbl)||om0	type=PRIMARY;denom=16;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00807495||alisertib 50 mg bid starting dose (dlbl)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00807495||alisertib 50 mg bid starting dose (mcl)||om0	type=PRIMARY;denom=13;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00807495||alisertib 50 mg bid starting dose (mcl)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00807495||alisertib 50 mg bid starting dose (tfl)||om0	type=PRIMARY;denom=5;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00807495||alisertib 50 mg bid starting dose (tfl)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00811135||trastuzumab + bevacizumab + capecitabine||om0	type=PRIMARY;denom=88;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00811135||trastuzumab + bevacizumab + capecitabine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00818441||dacomitinib: cohort a||om3	type=SECONDARY;denom=89;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00818441||dacomitinib: cohort a	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00818441||dacomitinib: cohort b||om3	type=SECONDARY;denom=30;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00818441||dacomitinib: cohort b	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00824265||fludarabine + cyclophosphamide_ itt subjects||om8	type=SECONDARY;denom=182;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00824265||fludarabine + cyclophosphamide_ itt subjects	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00824265||ofatumumab + fludarabine + cyclophosphamide_ itt subjects||om8	type=SECONDARY;denom=183;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00824265||ofatumumab + fludarabine + cyclophosphamide_ itt subjects	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00827359||treatment||om2	type=SECONDARY;denom=24;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00827359||treatment	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00828074||dose level ii - vinorelbine 20 mg/m^2||om4	type=SECONDARY;denom=41;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00828074||dose level ii - vinorelbine 20 mg/m^2	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830518||alisertib 50 mg (acute myeloid leukemia)||om0	type=PRIMARY;denom=35;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830518||alisertib 50 mg (acute myeloid leukemia)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830518||alisertib 50 mg (myelodysplastic syndrome)||om0	type=PRIMARY;denom=10;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830518||alisertib 50 mg (myelodysplastic syndrome)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830869||part 1: ixazomib 0.125 mg/m^2||om10	type=SECONDARY;denom=1;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830869||part 1: ixazomib 0.125 mg/m^2	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830869||part 1: ixazomib 0.25 mg/m^2||om10	type=SECONDARY;denom=1;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830869||part 1: ixazomib 0.25 mg/m^2	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830869||part 1: ixazomib 0.5 mg/m^2||om10	type=SECONDARY;denom=1;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830869||part 1: ixazomib 0.5 mg/m^2	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830869||part 1: ixazomib 1 mg/m^2||om10	type=SECONDARY;denom=6;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830869||part 1: ixazomib 1 mg/m^2	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830869||part 1: ixazomib 1.33 mg/m^2||om10	type=SECONDARY;denom=3;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830869||part 1: ixazomib 1.33 mg/m^2	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830869||part 1: ixazomib 1.76 mg/m^2||om10	type=SECONDARY;denom=5;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830869||part 1: ixazomib 1.76 mg/m^2	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830869||part 1: ixazomib 2.34 mg/m^2||om10	type=SECONDARY;denom=2;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830869||part 1: ixazomib 2.34 mg/m^2	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830869||part 2: ixazomib 1.76 mg/m^2-head and neck cancer (h&n)||om10	type=SECONDARY;denom=14;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830869||part 2: ixazomib 1.76 mg/m^2-head and neck cancer (h&n)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830869||part 2: ixazomib 1.76 mg/m^2-prostate cancer (pc)||om10	type=SECONDARY;denom=11;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830869||part 2: ixazomib 1.76 mg/m^2-prostate cancer (pc)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830869||part 2: ixazomib 1.76 mg/m^2-soft tissue sarcoma (stc)||om10	type=SECONDARY;denom=16;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830869||part 2: ixazomib 1.76 mg/m^2-soft tissue sarcoma (stc)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830869||part 2: ixazomib 1.76 mg/m^2-tpec||om10	type=SECONDARY;denom=17;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830869||part 2: ixazomib 1.76 mg/m^2-tpec	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00830869||part 2:ixazomib 1.76 mg/m^2-non-small cell lung cancer(nsclc)||om10	type=SECONDARY;denom=15;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00830869||part 2:ixazomib 1.76 mg/m^2-non-small cell lung cancer(nsclc)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00834093||ebv-stimulated cytotoxic t-lymphocyte (ebv-ctl) immunotherapy||om0	type=PRIMARY;denom=13;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00834093||ebv-stimulated cytotoxic t-lymphocyte (ebv-ctl) immunotherapy	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00836888||ono-4538 10mg/kg cohorts||om4	type=SECONDARY;denom=6;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00836888||ono-4538 10mg/kg cohorts	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00836888||ono-4538 1mg/kg cohorts||om4	type=SECONDARY;denom=3;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00836888||ono-4538 1mg/kg cohorts	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00836888||ono-4538 20mg/kg cohorts||om4	type=SECONDARY;denom=3;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00836888||ono-4538 20mg/kg cohorts	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00836888||ono-4538 3mg/kg cohorts||om4	type=SECONDARY;denom=5;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00836888||ono-4538 3mg/kg cohorts	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00838539||neratinib 120 mg + temsirolimus||om4	type=SECONDARY;denom=13;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00838539||neratinib 120 mg + temsirolimus	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00838539||neratinib 160 mg + temsirolimus||om4	type=SECONDARY;denom=18;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00838539||neratinib 160 mg + temsirolimus	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00838539||neratinib 200 mg + temsirolimus||om4	type=SECONDARY;denom=10;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00838539||neratinib 200 mg + temsirolimus	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
