cohort_key	nct	results_group_title_norm	n_observations	observation_ids	om_indices	distinct_om_types	distinct_titles	distinct_time_frames	distinct_constructs	distinct_criteria	distinct_criteria_versions	distinct_population_descriptions	distinct_param_types	distinct_units	distinct_denominator_values	distinct_denominator_states	n_usable_for_proportion	duplicate_encoding_candidate	unresolved_states	selection_status	resolution_note
NCT01332721||trc105 and bevacizumab	NCT01332721	trc105 and bevacizumab	1	NCT01332721#om3#OG000	3	SECONDARY	1	1	1	1	1	1	1	1	31	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01334515||disease evaluable only by i-mibg or bm histology	NCT01334515	disease evaluable only by i-mibg or bm histology	1	NCT01334515#om1#OG001	1	SECONDARY	1	1	1	1	1	1	1	1	30	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01334515||disease measured by standard radiographic criteria	NCT01334515	disease measured by standard radiographic criteria	1	NCT01334515#om1#OG000	1	SECONDARY	1	1	1	1	1	1	1	1	15	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01335009||morab-004 2 mg/kg	NCT01335009	morab-004 2 mg/kg	1	NCT01335009#om3#OG000	3	SECONDARY	1	1	1	1	1	1	1	1	34	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01335009||morab-004 4 mg/kg	NCT01335009	morab-004 4 mg/kg	1	NCT01335009#om3#OG001	3	SECONDARY	1	1	1	1	1	1	1	1	32	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01336634||cohort a (dabrafenib monotherapy)	NCT01336634	cohort a (dabrafenib monotherapy)	1	NCT01336634#om0#OG000	0	PRIMARY	1	1	1	1	1	1	1	1	78	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01336634||cohort b - double combination (dabrafenib+trametinib) mbraf v600e: dab 150mg bid, tra 2mg qd	NCT01336634	cohort b - double combination (dabrafenib+trametinib) mbraf v600e: dab 150mg bid, tra 2mg qd	1	NCT01336634#om0#OG001	0	PRIMARY	1	1	1	1	1	1	1	1	57	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01336634||cohort c - double combination (dabrafenib+trametinib) naive mbraf v600e: dab 150mg bid, tra 2mg qd	NCT01336634	cohort c - double combination (dabrafenib+trametinib) naive mbraf v600e: dab 150mg bid, tra 2mg qd	1	NCT01336634#om0#OG002	0	PRIMARY	1	1	1	1	1	1	1	1	36	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01336634||crossover - double combination (dabrafenib+trametinib): dab 150mg bid, tra 2mg qd	NCT01336634	crossover - double combination (dabrafenib+trametinib): dab 150mg bid, tra 2mg qd	1	NCT01336634#om0#OG003	0	PRIMARY	1	1	1	1	1	1	1	1	20	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01337050||pf-03446962 10.0 mg/kg	NCT01337050	pf-03446962 10.0 mg/kg	1	NCT01337050#om16#OG002	16	SECONDARY	1	1	1	1	1	1	1	1	18	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01337050||pf-03446962 4.5 mg/kg	NCT01337050	pf-03446962 4.5 mg/kg	1	NCT01337050#om16#OG000	16	SECONDARY	1	1	1	1	1	1	1	1	4	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01337050||pf-03446962 7.0 mg/kg	NCT01337050	pf-03446962 7.0 mg/kg	1	NCT01337050#om16#OG001	16	SECONDARY	1	1	1	1	1	1	1	1	13	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01338792||treatment (chemotherapy and enzyme inhibitor)	NCT01338792	treatment (chemotherapy and enzyme inhibitor)	1	NCT01338792#om0#OG000	0	PRIMARY	1	1	1	1	1	1	1	1	47	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01341457||170 mg ly2603618 + gemcitabine	NCT01341457	170 mg ly2603618 + gemcitabine	1	NCT01341457#om2#OG000	2	SECONDARY	1	1	1	1	1	1	1	1	7	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01341457||230 mg ly2603618 + gemcitabine	NCT01341457	230 mg ly2603618 + gemcitabine	1	NCT01341457#om2#OG001	2	SECONDARY	1	1	1	1	1	1	1	1	10	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01342172||lenalidomide	NCT01342172	lenalidomide	2	NCT01342172#om2#OG000|NCT01342172#om4#OG000	2|4	SECONDARY	2	2	2	2	1	1	1	1	9	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01343043||cohort 1: high ny-eso-1 expression treated with regimen a	NCT01343043	cohort 1: high ny-eso-1 expression treated with regimen a	3	NCT01343043#om0#OG000|NCT01343043#om1#OG000|NCT01343043#om3#OG000	0|1|3	PRIMARY|SECONDARY	3	1	3	2	2	3	3	3	12|6	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01343043||cohort 2: low ny-eso-1 expression treated with regimen a	NCT01343043	cohort 2: low ny-eso-1 expression treated with regimen a	3	NCT01343043#om0#OG001|NCT01343043#om1#OG001|NCT01343043#om3#OG001	0|1|3	PRIMARY|SECONDARY	3	1	3	2	2	3	3	3	13|4	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01343043||cohort 3: high ny-eso-1 expression treated with regimen b	NCT01343043	cohort 3: high ny-eso-1 expression treated with regimen b	3	NCT01343043#om0#OG002|NCT01343043#om1#OG002|NCT01343043#om3#OG002	0|1|3	PRIMARY|SECONDARY	3	1	3	2	2	3	3	3	5|1	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01343043||cohort 4: high ny-eso-1 expression treated with regimen c	NCT01343043	cohort 4: high ny-eso-1 expression treated with regimen c	3	NCT01343043#om0#OG003|NCT01343043#om1#OG003|NCT01343043#om3#OG003	0|1|3	PRIMARY|SECONDARY	3	1	3	2	2	3	3	3	15|4	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01345682||afatinib (bibw 2992)	NCT01345682	afatinib (bibw 2992)	1	NCT01345682#om2#OG000	2	SECONDARY	1	1	1	1	1	1	1	1	322	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01345682||methotrexate	NCT01345682	methotrexate	1	NCT01345682#om2#OG001	2	SECONDARY	1	1	1	1	1	1	1	1	161	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01347645||phase 2: e7820 70 mg + irinotecan	NCT01347645	phase 2: e7820 70 mg + irinotecan	1	NCT01347645#om5#OG000	5	SECONDARY	1	1	1	1	1	1	1	1	34	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01347645||phase 2: folfiri	NCT01347645	phase 2: folfiri	1	NCT01347645#om5#OG001	5	SECONDARY	1	1	1	1	1	1	1	1	34	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01348919||cep-18770 dose b	NCT01348919	cep-18770 dose b	1	NCT01348919#om0#OG000	0	PRIMARY	1	1	1	1	1	1	1	1	5	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01349933||treatment (akt inhibitor mk2206)	NCT01349933	treatment (akt inhibitor mk2206)	1	NCT01349933#om1#OG000	1	PRIMARY	1	1	1	1	1	1	1	1	21	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01351623||carfilzomib	NCT01351623	carfilzomib	1	NCT01351623#om0#OG000	0	PRIMARY	1	1	1	1	1	1	1	1	35	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01354431||nivolumab 0.3 mg/kg	NCT01354431	nivolumab 0.3 mg/kg	1	NCT01354431#om1#OG000	1	SECONDARY	1	1	1	1	1	1	1	1	60	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01354431||nivolumab 10 mg/kg	NCT01354431	nivolumab 10 mg/kg	1	NCT01354431#om1#OG002	1	SECONDARY	1	1	1	1	1	1	1	1	54	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01354431||nivolumab 2 mg/kg	NCT01354431	nivolumab 2 mg/kg	1	NCT01354431#om1#OG001	1	SECONDARY	1	1	1	1	1	1	1	1	54	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01356628||pd-0332991	NCT01356628	pd-0332991	1	NCT01356628#om3#OG000	3	SECONDARY	1	1	1	1	1	1	1	1	19	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01357161||part 1: mk-1775 225 mg + paclitaxel +carboplatin	NCT01357161	part 1: mk-1775 225 mg + paclitaxel +carboplatin	2	NCT01357161#om1#OG000|NCT01357161#om6#OG000	1|6	SECONDARY	2	1	2	1	1	2	1	1	12|0	PRESENT|REPORTED_ZERO	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01357161||part 2: mk-1775 225 mg + paclitaxel +carboplatin	NCT01357161	part 2: mk-1775 225 mg + paclitaxel +carboplatin	2	NCT01357161#om1#OG001|NCT01357161#om6#OG001	1|6	SECONDARY	2	1	2	1	1	2	1	1	0|59	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01357161||part 2: placebo + paclitaxel +carboplatin	NCT01357161	part 2: placebo + paclitaxel +carboplatin	2	NCT01357161#om1#OG002|NCT01357161#om6#OG002	1|6	SECONDARY	2	1	2	1	1	2	1	1	0|62	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01358721||nivolumab 0.3 mg/kg (previously-treated)	NCT01358721	nivolumab 0.3 mg/kg (previously-treated)	4	NCT01358721#om5#OG000|NCT01358721#om7#OG000|NCT01358721#om8#OG000|NCT01358721#om9#OG000	5|7|8|9	SECONDARY	4	4	3	2	2	1	3	3	22	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01358721||nivolumab 10 mg/kg (previously-treated)	NCT01358721	nivolumab 10 mg/kg (previously-treated)	4	NCT01358721#om5#OG002|NCT01358721#om7#OG002|NCT01358721#om8#OG002|NCT01358721#om9#OG002	5|7|8|9	SECONDARY	4	4	3	2	2	1	3	3	23	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01358721||nivolumab 10 mg/kg (treatment-naive)	NCT01358721	nivolumab 10 mg/kg (treatment-naive)	4	NCT01358721#om5#OG003|NCT01358721#om7#OG003|NCT01358721#om8#OG003|NCT01358721#om9#OG003	5|7|8|9	SECONDARY	4	4	3	2	2	1	3	3	24	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01358721||nivolumab 2 mg/kg (previously-treated)	NCT01358721	nivolumab 2 mg/kg (previously-treated)	4	NCT01358721#om5#OG001|NCT01358721#om7#OG001|NCT01358721#om8#OG001|NCT01358721#om9#OG001	5|7|8|9	SECONDARY	4	4	3	2	2	1	3	3	22	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01360554||arm a (blinded dacomitinib and blinded erlotinib placebo)	NCT01360554	arm a (blinded dacomitinib and blinded erlotinib placebo)	1	NCT01360554#om6#OG000	6	SECONDARY	1	1	1	1	1	1	1	1	439	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01360554||arm b (blinded erlotinib and blinded dacomitinib placebo)	NCT01360554	arm b (blinded erlotinib and blinded dacomitinib placebo)	1	NCT01360554#om6#OG001	6	SECONDARY	1	1	1	1	1	1	1	1	439	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01367665||vismodegib - locally advanced	NCT01367665	vismodegib - locally advanced	1	NCT01367665#om5#OG000	5	SECONDARY	1	1	1	1	1	1	1	1	1076	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01367665||vismodegib - metastatic	NCT01367665	vismodegib - metastatic	1	NCT01367665#om5#OG001	5	SECONDARY	1	1	1	1	1	1	1	1	83	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01368276||gm-csf	NCT01368276	gm-csf	2	NCT01368276#om1#OG000|NCT01368276#om2#OG000	1|2	SECONDARY	2	1	2	1	1	2	1	1	3	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01368276||talimogene laherparepvec	NCT01368276	talimogene laherparepvec	2	NCT01368276#om1#OG001|NCT01368276#om2#OG001	1|2	SECONDARY	2	1	2	1	1	2	1	1	28	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01373164||phase 2: 300 mg galunisertib + gemcitabine	NCT01373164	phase 2: 300 mg galunisertib + gemcitabine	1	NCT01373164#om7#OG000	7	SECONDARY	1	1	1	1	1	1	1	1	104	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01373164||phase 2: placebo + gemcitabine	NCT01373164	phase 2: placebo + gemcitabine	1	NCT01373164#om7#OG001	7	SECONDARY	1	1	1	1	1	1	1	1	52	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01374451||everolimus	NCT01374451	everolimus	2	NCT01374451#om2#OG001|NCT01374451#om6#OG001	2|6	SECONDARY	2	1	2	1	1	1	1	1	81	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01374451||paseriotide lar + everolimus	NCT01374451	paseriotide lar + everolimus	2	NCT01374451#om2#OG000|NCT01374451#om6#OG000	2|6	SECONDARY	2	1	2	1	1	1	1	1	79	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01378962||erlotinib 150 mg	NCT01378962	erlotinib 150 mg	3	NCT01378962#om3#OG000|NCT01378962#om4#OG000|NCT01378962#om7#OG000	3|4|7	SECONDARY	3	1	3	1	1	1	1	1	50	PRESENT	3	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT01378975||cohort 1: previously untreated participants	NCT01378975	cohort 1: previously untreated participants	5	NCT01378975#om0#OG000|NCT01378975#om1#OG000|NCT01378975#om3#OG000|NCT01378975#om9#OG000|NCT01378975#om10#OG000	0|1|3|9|10	PRIMARY|SECONDARY	5	1	2	2	2	4	1	1	90|79	PRESENT	5	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
