nct	om_title	group_title	evaluable_n	era	family	n_arms_registered	n_results_groups_in_om	arm_set_type_state	registry_arm_types_in_record_verbatim	arm_link_state	arm_link_relation	arm_link_source	arm_link_source_locator	n_candidate_arms	candidate_arm_indices	candidate_arm_labels	candidate_arm_types_verbatim	bound_arm_index	bound_arm_label	bound_arm_registered_type_verbatim	downgraded_candidate_arm_index	downgraded_candidate_arm_label	downgraded_candidate_registered_type_verbatim	contrary_description_locator	contrary_description_evidence_excerpt	comparator_role	comparator_role_basis	comparator_role_identity_assumption	group_text_comparator_wording_unverified	source_join_verification	registry_type_statement	registry_type_statement_assumption	contested_flags	leaf_claim_state	leaf_claim_arm_label	leaf_claim_locator	leaf_claim_verification	leaf_claim_verification_before_downgrade	leaf_narrative_transformed_excerpt_not_parsed	leaf_excerpt_transform	leaf_excerpt_original_chars	leaf_excerpt_at_400_char_cap	sole_arm_multi_results_group_flag	v1_arm_link_state	v1_arm_link_evidence_code	v1_confirmed_registry_arm_label	v1_control_status	job3_control_status	disposition_vs_v1	group_description_transformed_excerpt	group_description_transform	group_description_original_chars
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	Phase I: BLZ945 600 mg Q1W BID	2	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 101; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	BLZ945 single agent	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 single agent	LEAF-OUT/LEAF-QD-group2.tsv:line 101	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 single agent	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 600 mg twice per day once weekly	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	39
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	Phase I: BLZ945 600 mg 4d on/10d Off BID	1	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 102; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	BLZ945 single agent	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 single agent	LEAF-OUT/LEAF-QD-group2.tsv:line 102	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 single agent	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 600 mg twice per day administered for 4 days and suspended for 10 days	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	77
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	1	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 103; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	BLZ945 + PDR001	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 + PDR001	LEAF-OUT/LEAF-QD-group2.tsv:line 103	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 + PDR001	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 300 mg once per day administered for 4 days and suspended for 10 days in combination with PDR001 400 mg every 4 weeks	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	124
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	2	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 104; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	BLZ945 + PDR001	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 + PDR001	LEAF-OUT/LEAF-QD-group2.tsv:line 104	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 + PDR001	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 450 mg once per day administered for 4 days and suspended for 10 days in combination with PDR001 400 mg every 4 weeks	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	124
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	Phase II: BLZ945 1200 mg 4d on/10d Off QD	6	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 105; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	BLZ945 single agent	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 single agent	LEAF-OUT/LEAF-QD-group2.tsv:line 105	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 single agent	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 1200 mg once per day administered for 4 days and suspended for 10 days	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	77
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	Phase II: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	5	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 106; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	BLZ945 + PDR001	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 + PDR001	LEAF-OUT/LEAF-QD-group2.tsv:line 106	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 + PDR001	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 700 mg once per day administered for 4 days and suspended for 10 days in combination with PDR001 400 mg every 4 weeks	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	124
NCT02829723	Phase I: Best Overall Response (BOR) Per Guidelines for Efficacy Evaluation in Lymphoma Studies	Phase I: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	2	2014_2017	bor	2	25	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 107; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	BLZ945 + PDR001	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 + PDR001	LEAF-OUT/LEAF-QD-group2.tsv:line 107	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 + PDR001	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 700 mg once per day administered for 4 days and suspended for 10 days in combination with PDR001 400 mg every 4 weeks	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	124
NCT02759588	Evaluation of Tumor Response to Treatment for Participants Enrolled in the Phase 1b Portion of This Study	Phase 1b - Cohort 1	2	2014_2017	bor	4	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label	1	0	Phase 1b - Cohort 1	EXPERIMENTAL	0	Phase 1b - Cohort 1	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Phase 1b - Cohort 1	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Participants received 2 consecutive days of IP infusions of Olvi-Vec at 3 x 10e9 pfu and received chemotherapy with or without bevacizumab.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	139
NCT02759588	Evaluation of Tumor Response to Treatment for Participants Enrolled in the Phase 1b Portion of This Study	Phase 1b - Cohort 2	1	2014_2017	bor	4	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[1].label	1	1	Phase 1b - Cohort 2	EXPERIMENTAL	1	Phase 1b - Cohort 2	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 1 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Phase 1b - Cohort 2	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Participants received 2 consecutive days of IP infusions of Olvi-Vec at 1 x 10e10 pfu and received chemotherapy with or without bevacizumab.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	140
NCT02212015	Response Rate (RR)	Pazopanib + Paclitaxel	25	2014_2017	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label	1	0	Pazopanib + Paclitaxel	EXPERIMENTAL	0	Pazopanib + Paclitaxel	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Pazopanib + Paclitaxel	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Paclitaxel administered every 28 days at day 1, day 8 and day 15 as a 2h intravenous infusion in a dose of 70mg/m2 in combination with pazopanib in a daily oral dose of 800mg (2x400mg) in the treatment of patients with advanced or metastatic angiosarcoma.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	255
NCT02212015	Response Rate (RR), Subgroup1 Analysis	Pazopanib + Paclitaxel	7	2014_2017	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label	1	0	Pazopanib + Paclitaxel	EXPERIMENTAL	0	Pazopanib + Paclitaxel	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Pazopanib + Paclitaxel	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Paclitaxel i.v. infusion over 6 cycles, administered on day 1, day 8, day 15 of every cycle with a dosage of 70mg/m2 in combination with Pazopanib taken orally with a dosage of 800mg daily/once per day in the treatment of patients with advanced or metastatic angiosarcoma.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	272
NCT02212015	Response Rate (RR), Subgroup 2 Analysis	Pazopanib + Paclitaxel	12	2014_2017	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label	1	0	Pazopanib + Paclitaxel	EXPERIMENTAL	0	Pazopanib + Paclitaxel	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Pazopanib + Paclitaxel	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Paclitaxel i.v. infusion over 6 cycles, administered on day 1, day 8, day 15 of every cycle with a dosage of 70mg/m2 in combination with Pazopanib taken orally with a dosage of 800mg daily/once per day in the treatment of patients with advanced or metastatic angiosarcoma.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	272
NCT02879162	Objective Response Rate Measured by RECIST Version 1.1	Durvalumab + Tremelimumab	128	2014_2017	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label	1	0	Durvalumab + Tremelimumab	EXPERIMENTAL	0	Durvalumab + Tremelimumab	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Durvalumab + Tremelimumab	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Durvalumab 1500 mg IV 60 min Day 1 every 4 weeks Tremelimumab 75 mg IV 60 min Day 1, cycles 1-4  Durvalumab  Tremelimumab	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	121
NCT03122548	Objective Response Rate (ORR)	CRS-207 + Pembrolizumab	3	2014_2017	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label	1	0	CRS-207 + Pembrolizumab	EXPERIMENTAL	0	CRS-207 + Pembrolizumab	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	CRS-207 + Pembrolizumab	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Treatment cycle is once every 3 weeks. Pembrolizumab: 200 mg administered by IV infusion on Day 1 of each 3-week cycle. CRS-207: 1×10e9 CFU administered by IV infusion on Day 2 of Cycle 1, Day 1 of Cycles 2, 3, 4, and Day 1 every 6 weeks thereafter (every other cycle).	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	269
NCT02277093	Overall Response Rate (ORR)	Pacritinib	7	2014_2017	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	SOURCE_FIELD_MATCH	TWO_AGREEING_FIELD_MATCHES:LABEL_BYTE_EXACT+DESC_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label and protocolSection.armsInterventionsModule.armGroups[0].description	1	0	Pacritinib	EXPERIMENTAL	0	Pacritinib	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Pacritinib	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	* Pacritinib is an oral drug which will be taken on an outpatient basis daily on a 28-day cycle at a dose of 200 mg twice a day (BID) * Pacritinib should be take at approximately the same times every day with a glass of water, with or without food	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	247
