component	component_grain	component_record_key	integration_row_key	disposition	reason
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00325234#om0#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00325234#om0#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00728468#om14#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00478426#om0#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00254540#om0#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00254540#om0#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00947856#om0#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00947856#om0#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00947856#om0#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00947856#om0#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00947856#om3#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00947856#om3#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00947856#om3#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00947856#om3#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00633594#om2#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00633594#om2#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00633594#om3#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00633594#om3#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00520845#om1#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00778817#om3#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00419159#om0#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00419159#om0#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00419159#om1#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00419159#om1#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00500903#om55#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om10#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om10#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om10#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om10#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om10#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om10#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om10#OG006		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om12#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om12#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om12#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om12#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om12#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om12#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om12#OG006		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om13#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om13#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00607724#om13#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00112905#om3#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00087139#om1#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00087139#om1#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00087139#om1#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00633464#om2#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00633464#om2#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00633464#om6#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00633464#om6#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00690430#om4#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00690430#om4#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00690430#om5#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00690430#om5#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT00551421#om1#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
