nct	group_norm	n_competing_at_step_f	competing_om_indices	selected_om_index_by_rule_f	classification	basis_tier	distinguishing_fields	would_change_selection	would_change_to_om	competing_measure_metadata	source_payload
NCT00906698	afatinib 20mg with vinorelbine i.v	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Number of Patients With Best Overall Response | tf=From first dose of study medication to respon | pop=All patients from the Treated Set (TS). | NUMBER/participants || om2:Number of Patients With Objective Response (OR) | tf=From first dose of study medication to respon | pop=All patients from the Treated Set (TS). | NUMBER/participants	ctg_results_bor_1999_2009.txt
NCT00906698	afatinib 20mg with vinorelbine per os	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Number of Patients With Best Overall Response | tf=From first dose of study medication to respon | pop=All patients from the Treated Set (TS). | NUMBER/participants || om2:Number of Patients With Objective Response (OR) | tf=From first dose of study medication to respon | pop=All patients from the Treated Set (TS). | NUMBER/participants	ctg_results_bor_1999_2009.txt
NCT00906698	afatinib 40mg with vinorelbine i.v	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Number of Patients With Best Overall Response | tf=From first dose of study medication to respon | pop=All patients from the Treated Set (TS). | NUMBER/participants || om2:Number of Patients With Objective Response (OR) | tf=From first dose of study medication to respon | pop=All patients from the Treated Set (TS). | NUMBER/participants	ctg_results_bor_1999_2009.txt
NCT00906698	afatinib 40mg with vinorelbine per os	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Number of Patients With Best Overall Response | tf=From first dose of study medication to respon | pop=All patients from the Treated Set (TS). | NUMBER/participants || om2:Number of Patients With Objective Response (OR) | tf=From first dose of study medication to respon | pop=All patients from the Treated Set (TS). | NUMBER/participants	ctg_results_bor_1999_2009.txt
NCT00906698	afatinib 50mg with vinorelbine i.v	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Number of Patients With Best Overall Response | tf=From first dose of study medication to respon | pop=All patients from the Treated Set (TS). | NUMBER/participants || om2:Number of Patients With Objective Response (OR) | tf=From first dose of study medication to respon | pop=All patients from the Treated Set (TS). | NUMBER/participants	ctg_results_bor_1999_2009.txt
NCT00906698	afatinib 50mg with vinorelbine per os	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Number of Patients With Best Overall Response | tf=From first dose of study medication to respon | pop=All patients from the Treated Set (TS). | NUMBER/participants || om2:Number of Patients With Objective Response (OR) | tf=From first dose of study medication to respon | pop=All patients from the Treated Set (TS). | NUMBER/participants	ctg_results_bor_1999_2009.txt
NCT00931606	placebo	2	17|18	17	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om17:Objective Response Rate (ORR) for Target Lesions at Day 64 Using Response Evalua | tf=Baseline and Day 64 | pop=All randomized participants who have confirme | NUMBER/Percentage of Participant || om18:Objective Tumor Response Rate for Non-target Lesions at Day 64 Using RECIST v 1. | tf=Day 64 | pop=All randomized participants who have confirme | NUMBER/Percentage of Participant	ctg_placebo_onc_1999_2009.txt
NCT00931606	sotatercept 0.1 mg/kg	2	17|18	17	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om17:Objective Response Rate (ORR) for Target Lesions at Day 64 Using Response Evalua | tf=Baseline and Day 64 | pop=All randomized participants who have confirme | NUMBER/Percentage of Participant || om18:Objective Tumor Response Rate for Non-target Lesions at Day 64 Using RECIST v 1. | tf=Day 64 | pop=All randomized participants who have confirme | NUMBER/Percentage of Participant	ctg_placebo_onc_1999_2009.txt
NCT00931606	sotatercept 0.3 mg/kg	2	17|18	17	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om17:Objective Response Rate (ORR) for Target Lesions at Day 64 Using Response Evalua | tf=Baseline and Day 64 | pop=All randomized participants who have confirme | NUMBER/Percentage of Participant || om18:Objective Tumor Response Rate for Non-target Lesions at Day 64 Using RECIST v 1. | tf=Day 64 | pop=All randomized participants who have confirme | NUMBER/Percentage of Participant	ctg_placebo_onc_1999_2009.txt
NCT00931606	sotatercept 0.5 mg/kg	2	17|18	17	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om17:Objective Response Rate (ORR) for Target Lesions at Day 64 Using Response Evalua | tf=Baseline and Day 64 | pop=All randomized participants who have confirme | NUMBER/Percentage of Participant || om18:Objective Tumor Response Rate for Non-target Lesions at Day 64 Using RECIST v 1. | tf=Day 64 | pop=All randomized participants who have confirme | NUMBER/Percentage of Participant	ctg_placebo_onc_1999_2009.txt
NCT00931918	rchop	2	3|4	3	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om3:Overall Response Rate (ORR) | tf=End of Cycle 2, End of Treatment (Cycle 6) [M | pop=Response-Evaluable Population included all ra | NUMBER/percentage of participant || om4:Complete Response Rate | tf=End of Cycle 2, End of Treatment (Cycle 6) [M | pop=Response-Evaluable Population included all ra | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00931918	vc-rchop	2	3|4	3	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om3:Overall Response Rate (ORR) | tf=End of Cycle 2, End of Treatment (Cycle 6) [M | pop=Response-Evaluable Population included all ra | NUMBER/percentage of participant || om4:Complete Response Rate | tf=End of Cycle 2, End of Treatment (Cycle 6) [M | pop=Response-Evaluable Population included all ra | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00934856	overall mbc participants	2	4|7	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om4:Percentage of Participants With a Best Overall Response (BOR) of Complete Respon | tf=Baseline until disease progression or recurre | pop=MBC population | NUMBER/percentage of participant || om7:Percentage of Participants With CR or PR or Stable Disease (SD) for at Least 6 M | tf=Baseline until disease progression, recurrenc | pop=MBC population | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00946153	phase 1: group 1: lenvatinib: 12 mg	2	3|4	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om3:Phase 1: Objective Response Rate (ORR) by Investigator Assessment | tf=From day of registration to the day when PD w | pop=EAS included participants who received at lea | NUMBER/percentage of participant || om4:Phase 1: Disease Control Rate (DCR) by Investigator Assessment | tf=Up to Week 16 | pop=EAS included participants who received at lea | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00946153	phase 1: group 2: lenvatinib: 12 mg	2	3|4	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om3:Phase 1: Objective Response Rate (ORR) by Investigator Assessment | tf=From day of registration to the day when PD w | pop=EAS included participants who received at lea | NUMBER/percentage of participant || om4:Phase 1: Disease Control Rate (DCR) by Investigator Assessment | tf=Up to Week 16 | pop=EAS included participants who received at lea | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00946153	phase 1: group 2: lenvatinib: 8 mg	2	3|4	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om3:Phase 1: Objective Response Rate (ORR) by Investigator Assessment | tf=From day of registration to the day when PD w | pop=EAS included participants who received at lea | NUMBER/percentage of participant || om4:Phase 1: Disease Control Rate (DCR) by Investigator Assessment | tf=Up to Week 16 | pop=EAS included participants who received at lea | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00946153	phase 1: group1: lenvatinib: 16 mg	2	3|4	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om3:Phase 1: Objective Response Rate (ORR) by Investigator Assessment | tf=From day of registration to the day when PD w | pop=EAS included participants who received at lea | NUMBER/percentage of participant || om4:Phase 1: Disease Control Rate (DCR) by Investigator Assessment | tf=Up to Week 16 | pop=EAS included participants who received at lea | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00946153	phase 2 : lenvatinib :12 mg	2	6|7	6	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om6:Phase 2: Objective Response Rate (ORR) by Independent Review Assessment | tf=From day of registration to the day when PD w | pop=PPS included all participants in the FAS who  | NUMBER/percentage of participant || om7:Phase 2: Disease Control Rate (DCR) by Independent Review Assessment | tf=Weeks 8 and 16 | pop=PPS included all participants in the FAS show | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00971867	paclitaxel	3	5|6|7	5	BASIS_EXISTS	C_ASSESSMENT_CRITERIA	assessment_criteria;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om5:Number of Participants With Best Overall Response Per RECIST Criteria | tf=From the enrollment in CA139-388 (NCT00855764 | pop=All Treated Participants in CA139-388 (NCT008 | NUMBER/Number of Participants || om6:Number of Participants With Best Overall Response Per the General Rules for Clin | tf=From the enrollment in CA139-388 (NCT00855764 | pop=All Treated Participants in CA139-388 (NCT008 | NUMBER/Number of Participants || om7:Duration of Overall Response as Per RECIST Criteria | tf=From the enrollment in CA139-388 (NCT00855764 | pop=All Treated Participants in CA139-388 (NCT008 | MEDIAN/Days	ctg_results_bor_1999_2009.txt
NCT00993499	afa30+sir01	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Best Overall Response | tf=From first trial medication intake in the fir | pop=Treated set | NUMBER/Percentage of participant || om2:Objective Response | tf=From first trial medication intake in the fir | pop=Treated set | NUMBER/Percentage of participant	ctg_results_bor_1999_2009.txt
NCT00993499	afa30+sir03	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Best Overall Response | tf=From first trial medication intake in the fir | pop=Treated set | NUMBER/Percentage of participant || om2:Objective Response | tf=From first trial medication intake in the fir | pop=Treated set | NUMBER/Percentage of participant	ctg_results_bor_1999_2009.txt
NCT00993499	afa30+sir05	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Best Overall Response | tf=From first trial medication intake in the fir | pop=Treated set | NUMBER/Percentage of participant || om2:Objective Response | tf=From first trial medication intake in the fir | pop=Treated set | NUMBER/Percentage of participant	ctg_results_bor_1999_2009.txt
NCT00993499	afa30+sir10	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Best Overall Response | tf=From first trial medication intake in the fir | pop=Treated set | NUMBER/Percentage of participant || om2:Objective Response | tf=From first trial medication intake in the fir | pop=Treated set | NUMBER/Percentage of participant	ctg_results_bor_1999_2009.txt
NCT00993499	afa40+sir01	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Best Overall Response | tf=From first trial medication intake in the fir | pop=Treated set | NUMBER/Percentage of participant || om2:Objective Response | tf=From first trial medication intake in the fir | pop=Treated set | NUMBER/Percentage of participant	ctg_results_bor_1999_2009.txt
NCT00993499	afa40+sir05	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Best Overall Response | tf=From first trial medication intake in the fir | pop=Treated set | NUMBER/Percentage of participant || om2:Objective Response | tf=From first trial medication intake in the fir | pop=Treated set | NUMBER/Percentage of participant	ctg_results_bor_1999_2009.txt
NCT01007942	everolimus + vinorelbine + trastuzumab	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria	no (smallest index already the ORR-concept measure)		om2:Overall Response Rate (ORR) | tf=Every 6 weeks until disease progression or de | pop=The Full Analysis Set (FAS) consisted of all  | NUMBER/Percentage of participant || om3:Clinical Benefit Rate (CBR) | tf=Every 6 weeks until disease progression or de | pop=The Full Analysis Set (FAS) consisted of all  | NUMBER/Percentage of participant	ctg_placebo_onc_1999_2009.txt
NCT01007942	placebo + vinorelbine + trastuzumab	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria	no (smallest index already the ORR-concept measure)		om2:Overall Response Rate (ORR) | tf=Every 6 weeks until disease progression or de | pop=The Full Analysis Set (FAS) consisted of all  | NUMBER/Percentage of participant || om3:Clinical Benefit Rate (CBR) | tf=Every 6 weeks until disease progression or de | pop=The Full Analysis Set (FAS) consisted of all  | NUMBER/Percentage of participant	ctg_placebo_onc_1999_2009.txt
