nct	group_norm	payload	n_competing_at_step_f	om_indices	participants_denoms	selected_om_index	selected_om_title	classification	basis_fields	basis_detail	selection_effect	alt_om_index	alt_om_title	note
NCT01985763	genistein	ctg_results_bor_2010_2013	4	2|3|4|5	13|13|13|13	2	Response Rate RECIST Criteria	BASIS_EXISTS	title/construct;assessment_criteria;timeFrame	om[2] type=SECONDARY title='Response Rate RECIST Criteria' timeFrame='end of Cycle 6' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST (unversioned) || om[3] type=SECONDARY title='Number of Participants With an Overall Response Rate (ORR)' timeFrame='up to 50 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[4] type=SECONDARY title='Best Overall Response Rate RECIST Criteria' timeFrame='up to 50 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST (unversioned) || om[5] type=SECONDARY title='Number of Participants With Best Overall Response Rate (ORR)' timeFrame='up to 50 months' populationDescription='' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	CONDITIONAL			
NCT02001974	group 1	ctg_results_bor_2010_2013	2	28|29	4|4	28	Best Overall Response (BOR)	BASIS_EXISTS	title/construct;paramType;unitOfMeasure	om[28] type=SECONDARY title='Best Overall Response (BOR)' timeFrame='After 24 weeks' populationDescription='Safety Population: all enrolled patients who took at least one dose of study drug, reparixin.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST (unversioned) || om[29] type=SECONDARY title='Clinical Benefit Rate (CBR)' timeFrame='After 24 weeks' populationDescription='Safety Population: all enrolled patients who took at least one dose of study drug, reparixin.' paramType='NUMBER' unitOfMeasure='Percentage of patients' criteria=RECIST (unversioned)	NO_CHANGE_SAME_PICK			
NCT02001974	group 2	ctg_results_bor_2010_2013	2	28|29	3|3	28	Best Overall Response (BOR)	BASIS_EXISTS	title/construct;paramType;unitOfMeasure	om[28] type=SECONDARY title='Best Overall Response (BOR)' timeFrame='After 24 weeks' populationDescription='Safety Population: all enrolled patients who took at least one dose of study drug, reparixin.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST (unversioned) || om[29] type=SECONDARY title='Clinical Benefit Rate (CBR)' timeFrame='After 24 weeks' populationDescription='Safety Population: all enrolled patients who took at least one dose of study drug, reparixin.' paramType='NUMBER' unitOfMeasure='Percentage of patients' criteria=RECIST (unversioned)	NO_CHANGE_SAME_PICK			
NCT02001974	group 3	ctg_results_bor_2010_2013	2	28|29	23|23	28	Best Overall Response (BOR)	BASIS_EXISTS	title/construct;paramType;unitOfMeasure	om[28] type=SECONDARY title='Best Overall Response (BOR)' timeFrame='After 24 weeks' populationDescription='Safety Population: all enrolled patients who took at least one dose of study drug, reparixin.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST (unversioned) || om[29] type=SECONDARY title='Clinical Benefit Rate (CBR)' timeFrame='After 24 weeks' populationDescription='Safety Population: all enrolled patients who took at least one dose of study drug, reparixin.' paramType='NUMBER' unitOfMeasure='Percentage of patients' criteria=RECIST (unversioned)	NO_CHANGE_SAME_PICK			
NCT02004522	duvelisib	ctg_results_bor_2010_2013	2	1|4	160|160	1	Overall Response Rate (ORR)	BASIS_EXISTS	assessment_criteria;timeFrame	om[1] type=SECONDARY title='Overall Response Rate (ORR)' timeFrame='Until disease progression or unacceptable toxicity assessed up to 6 years' populationDescription='Intent to Treat' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=IWG|IWCLL || om[4] type=SECONDARY title='Lymph Node Response Rate' timeFrame='3 years' populationDescription='Intent to Treat' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	NO_CHANGE_SAME_PICK			
NCT02004522	ofatumumab	ctg_results_bor_2010_2013	2	1|4	159|159	1	Overall Response Rate (ORR)	BASIS_EXISTS	assessment_criteria;timeFrame	om[1] type=SECONDARY title='Overall Response Rate (ORR)' timeFrame='Until disease progression or unacceptable toxicity assessed up to 6 years' populationDescription='Intent to Treat' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=IWG|IWCLL || om[4] type=SECONDARY title='Lymph Node Response Rate' timeFrame='3 years' populationDescription='Intent to Treat' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	NO_CHANGE_SAME_PICK			
NCT02005471	bendamustine + rituximab main study	ctg_results_bor_2014_2017	2	9|11	195|195	9	Percentage of Participants With Best Overall Response of CR, CRi, nPR, or PR as Assessed by the IRC Using iwCLL Guidelines	BASIS_EXISTS	title/construct;timeFrame	om[9] type=SECONDARY title='Percentage of Participants With Best Overall Response of CR, CRi, nPR, or PR as Assessed by the IRC Using iwCLL Guidelines' timeFrame='Baseline up to last FUV (up to approximately 3 years)' populationDescription='ITT population included all randomized participants, with participants grouped according to randomized treatment group, regardless of the actual treatment recei' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=IWCLL || om[11] type=SECONDARY title='Percentage of Participants With Overall Response of CR, Cri, nPR, or PR at End of Combination Treatment Visit as Assessed by the IRC Using iwCLL Guidelines' timeFrame='EoCTR visit (8 to 12 weeks after C6D1); Cycle length = 28 days' populationDescription='ITT population included all randomized participants, with participants grouped according to randomized treatment group, regardless of the actual treatment recei' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=IWCLL	CONDITIONAL			
NCT02005471	venetoclax + rituximab main study	ctg_results_bor_2014_2017	2	9|11	194|194	9	Percentage of Participants With Best Overall Response of CR, CRi, nPR, or PR as Assessed by the IRC Using iwCLL Guidelines	BASIS_EXISTS	title/construct;timeFrame	om[9] type=SECONDARY title='Percentage of Participants With Best Overall Response of CR, CRi, nPR, or PR as Assessed by the IRC Using iwCLL Guidelines' timeFrame='Baseline up to last FUV (up to approximately 3 years)' populationDescription='ITT population included all randomized participants, with participants grouped according to randomized treatment group, regardless of the actual treatment recei' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=IWCLL || om[11] type=SECONDARY title='Percentage of Participants With Overall Response of CR, Cri, nPR, or PR at End of Combination Treatment Visit as Assessed by the IRC Using iwCLL Guidelines' timeFrame='EoCTR visit (8 to 12 weeks after C6D1); Cycle length = 28 days' populationDescription='ITT population included all randomized participants, with participants grouped according to randomized treatment group, regardless of the actual treatment recei' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=IWCLL	CONDITIONAL			
NCT02011113	pomalidomide plus dexamethasone	ctg_results_bor_2010_2013	2	0|3	36|36	0	Myeloma Response Rate Based on the International Myeloma Working Group (IMWG) Uniform Response Criteria	BASIS_EXISTS	timeFrame;populationDescription	om[0] type=PRIMARY title='Myeloma Response Rate Based on the International Myeloma Working Group (IMWG) Uniform Response Criteria' timeFrame='From the first dose until the data cut-off date of 03 Sept 2014; Maximum time in follow-up was 36.0 weeks.' populationDescription='Efficacy Evaluable Population includes all participants who met eligibility criteria, took at least one dose of study medication, and had a baseline and a post-' paramType='NUMBER' unitOfMeasure='percentage of participants responding' criteria=IMWG || om[3] type=PRIMARY title='Myeloma Response Rate Based on the International Myeloma Working Group (IMWG) Uniform Response Criteria (Later Cut-off Date)' timeFrame='From the first dose until the final data cut-off date of 25 September 2015; maximum duration on treatment was 80.9 weeks' populationDescription='Efficacy Evaluable Population (EEP) includes all participants who met eligibility criteria, took at least one dose of study medication, and had a baseline and a' paramType='NUMBER' unitOfMeasure='percentage of participants responding' criteria=IMWG	CONDITIONAL			
NCT02014441	talimogene laherparepvec	ctg_results_bor_2014_2017	3	28|29|32	60|60|60	28	Best Overall Response	BASIS_EXISTS	title/construct;unitOfMeasure	om[28] type=SECONDARY title='Best Overall Response' timeFrame='Tumor response was assessed at weeks 12 and 24 and then at least every 3 months up to the end of treatment; median duration of treatment was 23.1 weeks (range: 3 to 141 weeks).' populationDescription='All participants who received at least 1 dose of talimogene laherparepvec.' paramType='NUMBER' unitOfMeasure='participants' criteria=none || om[29] type=SECONDARY title='Objective Response Rate' timeFrame='Tumor response was assessed at weeks 12 and 24 and then at least every 3 months up to the end of treatment; median duration of treatment was 23.1 weeks (range: 3 to 141 weeks).' populationDescription='All participants who received at least 1 dose of talimogene laherparepvec.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=none || om[32] type=SECONDARY title='Durable Response Rate' timeFrame='Tumor response was assessed at weeks 12 and 24 and then at least every 3 months up to the end of treatment; median duration of treatment was 23.1 weeks (range: 3 to 141 weeks).' populationDescription='All participants who received at least 1 dose of talimogene laherparepvec.' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=none	CONDITIONAL			
NCT02020577	afatinib 30mg+cetuximab 250 mg/m2	ctg_results_bor_2010_2013	3	5|6|7	3|3|3	5	Best Overall Response	BASIS_EXISTS	title/construct;assessment_criteria	om[5] type=SECONDARY title='Best Overall Response' timeFrame='Post baseline tumour-imaging was performed at every 6 weeks (in the week preceding the start of Cycles 3, 5, 7, 9, 11, etc.) until EOT; up to 19 months' populationDescription='Treated set' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1|RECIST 1.0 || om[6] type=SECONDARY title='Objective Response' timeFrame='Post baseline tumour-imaging was performed at every 6 weeks (in the week preceding the start of Cycles 3, 5, 7, 9, 11, etc.) until EOT; up to 19 months' populationDescription='Treated set' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1|RECIST 1.0 || om[7] type=SECONDARY title='Disease Control Rate' timeFrame='Post baseline tumour-imaging was performed at every 6 weeks (in the week preceding the start of Cycles 3, 5, 7, 9, 11, etc.) until EOT; up to 19 months' populationDescription='Treated set' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.0	CONDITIONAL			
