peak	hg18_coords	classification	gene_id	gene_symbol	peak_exon_gene_symbol	differentially_expressed_cancer_type
4910	chr3:23937229-23937287_+	coding	NM_002948	RPL15	RPL15	Bladder_
4911	chr3:23975644-23975672_+	intron	NM_005126	NR1D2		NPC_
4912	chr3:23996845-23997089_+	coding	NM_005126	NR1D2	NR1D2	
4918	chr3:25529354-25529495_+	intron	NM_000965	RARB		
4920	chr3:25810667-25811013_+	coding	NM_017897	OXSM	OXSM	
4921	chr3:26646262-26646450_+	intron	NM_052953	LRRC3B		GIST_
4923	chr3:28336152-28336256_+	coding	NM_182523	CMC1	CMC1	NPC_
4926	chr3:29325078-29325220_+	intron	NM_014483	RBMS3		MLS_
4930	chr3:29512486-29512674_+	all_mrna	AK130647			
4931	chr3:29543498-29543664_+	intron	NM_014483	RBMS3		
4932	chr3:29575749-29575875_+	intron	NM_014483	RBMS3		
4933	chr3:29582977-29583114_+	intron	NM_014483	RBMS3		NPC_
4934	chr3:29638067-29638257_+	intron	NM_014483	RBMS3		MLS_
4935	chr3:29756280-29756455_+	coding	NM_014483	RBMS3	RBMS3	
4938	chr3:29882370-29882558_+	intron	NM_014483	RBMS3		
4939	chr3:30006787-30006940_+	all_mrna	AK129719			
4940	chr3:30021220-30021416_+	coding	NM_001177711	RBMS3	RBMS3	MLS_
4941	chr3:30026683-30026854_+	coding	NM_001177711	RBMS3	RBMS3	
4942	chr3:30685389-30685481_+	intron	NM_003242	TGFBR2		NPC_
4943	chr3:30697399-30697643_+	intron	NM_003242	TGFBR2		NPC_
4944	chr3:30710340-30710733_+	coding	NM_003242	TGFBR2	TGFBR2	
4946	chr3:31253204-31253372_+	novel_intergenic				NPC_
4947	chr3:31595792-31595955_+	intron	NM_178862	STT3B		
4948	chr3:31648043-31648152_+	intron	NM_178862	STT3B		NPC_
4949	chr3:31652498-31652722_+	coding	NM_178862	STT3B	STT3B	NPC_
4950	chr3:31653761-31654094_+	all_mrna	AK075380	STT3B	STT3B	
4952	chr3:32169157-32169311_+	intron	NM_015141	GPD1L		
4953	chr3:32175724-32175834_+	intron	NM_015141	GPD1L		
4954	chr3:32184738-32185187_+	coding	NM_015141	GPD1L	GPD1L	
4955	chr3:32297172-32297327_+	intron	NM_178868	CMTM8		NPC_
4956	chr3:32318007-32318214_+	intron	NM_178868	CMTM8		
4957	chr3:32349984-32350109_+	intron	NM_178868	CMTM8		
4958	chr3:32386624-32386793_+	coding	NM_178868	CMTM8	CMTM8	
4959	chr3:32465031-32465281_+	intron	NM_181472	CMTM7		
4960	chr3:32466666-32466787_+	intron	NM_181472	CMTM7		NPC_
4961	chr3:32470835-32471326_+	coding	NM_181472	CMTM7	CMTM7	
4965	chr3:32789952-32790345_+	coding	NM_015442	CNOT10	CNOT10	NPC_
4966	chr3:32973444-32973569_+	downstream	BC071751	CCR4		HN_NPC_
4969	chr3:33159437-33159968_+	coding	NM_006371	CRTAP	CRTAP	MLS_
4970	chr3:33161173-33161518_+	coding	NM_006371	CRTAP	CRTAP	MLS_
4973	chr3:33297077-33297150_+	intron	NM_012157	FBXL2		
4974	chr3:33368259-33368335_+	intron	NM_012157	FBXL2		
4975	chr3:33402885-33403104_+	coding	NM_012157	FBXL2	FBXL2	
4980	chr3:33882843-33883483_+	coding	NM_013374	PDCD6IP	PDCD6IP	
4981	chr3:33883620-33883907_+	coding	NM_013374	PDCD6IP	PDCD6IP	
4982	chr3:33885813-33886184_+	coding	NM_013374	PDCD6IP	PDCD6IP	
4983	chr3:35765744-35765912_+	intron	NM_016300	ARPP21		
4984	chr3:35810727-35810966_+	coding	NM_016300	ARPP21	ARPP21	
4987	chr3:37066976-37067329_+	coding	NM_001167617	MLH1	MLH1	
4990	chr3:37277226-37277370_+	intron	NM_002078	GOLGA4		NPC_
4991	chr3:37341021-37341429_+	coding	NM_002078	GOLGA4	GOLGA4	
4992	chr3:37407987-37408118_+	intron	uc003cgy.1	C3orf35		
4993	chr3:37433810-37434027_+	coding	NM_178342	C3orf35	C3orf35	
4996	chr3:37835549-37835861_+	coding	NM_002207	ITGA9	ITGA9	
4997	chr3:37839752-37839984_+	all_mrna	BX647350	ITGA9	ITGA9	
4998	chr3:37897323-37897503_+	intron	NM_005808	CTDSPL		
4999	chr3:37952981-37953136_+	intron	NM_005808	CTDSPL		
5000	chr3:37980372-37980512_+	intron	NM_005808	CTDSPL		NPC_
5001	chr3:37995561-37995689_+	intron	NM_005808	CTDSPL		
5002	chr3:37997225-37997594_+	coding	NM_005808	CTDSPL	CTDSPL	GIST_
5003	chr3:37998564-37998913_+	coding	NM_005808	CTDSPL	CTDSPL	NPC_GIST_
5004	chr3:38000434-38000940_+	coding	NM_005808	CTDSPL	CTDSPL	GIST_
5005	chr3:38023431-38023656_+	coding	NM_015873	VILL	VILL	MLS_
5007	chr3:38138926-38139573_+	coding	NM_007337	DLEC1	DLEC1	Bladder_
5008	chr3:38158956-38159511_+	coding	NM_002468	MYD88	MYD88	Bladder_
5009	chr3:38271758-38271958_+	coding	NM_005109	OXSR1	OXSR1	
5011	chr3:38382321-38382589_+	intron	NM_005108	XYLB		
5013	chr3:38429491-38429732_+	coding	NM_005108	XYLB	XYLB	
5014	chr3:38499640-38499847_+	coding	NM_001106	ACVR2B	ACVR2B	
5016	chr3:38541432-38541594_+	coding	NM_005107	EXOG	EXOG	
5017	chr3:39112682-39113420_+	coding	NM_020839	WDR48	WDR48	Bladder_
5018	chr3:39135873-39136091_+	coding	uc003cja.2	TTC21A	TTC21A	
5019	chr3:39155178-39155371_+	coding	NM_145755	TTC21A	TTC21A	NPC_
5021	chr3:39413570-39413786_+	coding	NM_017875	SLC25A38	SLC25A38	
5022	chr3:39424900-39425009_+	ref_known_Gencode_nc	NR_002325	SNORA6	SNORA6	
5023	chr3:39428632-39428763_+	ref_known_Gencode_nc	AK055991	RPSA	RPSA	
5024	chr3:39428911-39429013_+	coding	NM_002295	RPSA	RPSA	NPC_
5026	chr3:39961585-39961678_+	intron	NM_015460	MYRIP		
5027	chr3:40276646-40276793_+	coding	NM_015460	MYRIP	MYRIP	
5028	chr3:40328666-40328899_+	coding	NM_005875	EIF1B	EIF1B	Bladder_
5029	chr3:40444921-40445097_+	coding	NM_001248	ENTPD3	ENTPD3	Bladder_
5030	chr3:40478555-40478590_+	coding	NM_001034996	RPL14	RPL14	Prostate_
5031	chr3:40478747-40478846_+	coding	NM_001034996	RPL14	RPL14	
5032	chr3:40482775-40482882_+	intron	AL110177			
5033	chr3:40483289-40483640_+	all_mrna	AL110177			
5035	chr3:40555932-40556026_+	coding	NM_198484	ZNF621	ZNF621	
5036	chr3:40562894-40563112_+	novel_intergenic				
5037	chr3:41231494-41231579_+	all_mrna	AF086341			NPC_
5038	chr3:41253622-41253774_+	coding	uc003cks.2	CTNNB1	CTNNB1	
5039	chr3:41253804-41253861_+	coding	uc003cks.2	CTNNB1	CTNNB1	
5040	chr3:41256501-41256924_+	coding	NM_001904	CTNNB1	CTNNB1	
5041	chr3:42034384-42034433_+	novel_intergenic				
5042	chr3:42034455-42034499_+	novel_intergenic				NPC_
5043	chr3:42048739-42048963_+	novel_intergenic				
5044	chr3:42154989-42155093_+	intron	NM_001042646	TRAK1		
5046	chr3:42196954-42197014_+	intron	NM_001042646	TRAK1		
5047	chr3:42226597-42226887_+	coding	NM_014965	TRAK1	TRAK1	Bladder_
5048	chr3:42228869-42229118_+	coding	NM_014965	TRAK1	TRAK1	Bladder_
5049	chr3:42241475-42241608_+	coding	NM_001042646	TRAK1	TRAK1	Bladder_
5050	chr3:42242110-42242159_+	coding	NM_001042646	TRAK1	TRAK1	Bladder_
5051	chr3:42521215-42521384_+	intron	NM_004624	VIPR1		
5052	chr3:42548997-42549180_+	intron	NM_004624	VIPR1		
5053	chr3:42553549-42554058_+	coding	NM_004624	VIPR1	VIPR1	Prostate_
5054	chr3:42611314-42611433_+	coding	NM_016305	SS18L2	SS18L2	
5056	chr3:42653359-42653496_+	coding	NM_005385	NKTR	NKTR	
5058	chr3:42664814-42665211_+	coding	NM_005385	NKTR	NKTR	
5059	chr3:42682072-42682636_+	coding	NM_145166	ZBTB47	ZBTB47	HN_NPC_GIST_
5060	chr3:42683693-42684052_+	coding	NM_145166	ZBTB47	ZBTB47	
5062	chr3:42885140-42885369_+	intron	uc003cmd.1	CCBP2		
5063	chr3:42933924-42934119_+	coding	NM_207404	ZNF662	ZNF662	Bladder_MLS_
5065	chr3:43072869-43073266_+	coding	NM_001129908	FAM198A	FAM198A	MLS_
5067	chr3:43367375-43367615_+	coding	NM_017719	SNRK	SNRK	
5070	chr3:43736140-43736349_+	coding	NM_016006	ABHD5	ABHD5	Bladder_
5072	chr3:43737823-43737941_+	coding	NM_016006	ABHD5	ABHD5	
5073	chr3:43738963-43739195_+	coding	NM_016006	ABHD5	ABHD5	
5074	chr3:43750631-43750803_+	ref_known_Gencode_nc	AK024375			GIST_
5075	chr3:44116873-44117073_+	novel_intergenic				NPC_
5077	chr3:44402457-44402553_+	intron	NM_173826	C3orf23		
5078	chr3:44425710-44425920_+	coding	NM_173826	C3orf23	C3orf23	Bladder_
5081	chr3:44664739-44664940_+	coding	NM_001024855	ZNF197	ZNF197	
5083	chr3:44739216-44739459_+	coding	NM_033210	ZNF502	ZNF502	
5084	chr3:44740109-44740303_+	coding	NM_033210	ZNF502	ZNF502	
5085	chr3:44755932-44756021_+	downstream	AK054613	ZNF501		
5087	chr3:44881920-44882139_+	coding	NM_144638	TMEM42	TMEM42	
5088	chr3:44930880-44931073_+	coding	NM_003241	TGM4	TGM4	Prostate_
5091	chr3:45027727-45028062_+	coding	NR_023353	EXOSC7	EXOSC7	
5092	chr3:45028813-45029147_+	coding	NR_023353	EXOSC7	EXOSC7	EWS_
5093	chr3:45052239-45052543_+	coding	NM_003278	CLEC3B	CLEC3B	DDLPS_
5097	chr3:45233035-45233178_+	novel_intergenic				
5098	chr3:45478664-45478787_+	intron	NM_015340	LARS2		
5099	chr3:45487355-45487522_+	intron	NM_015340	LARS2		
5101	chr3:45564730-45565395_+	coding	NM_015340	LARS2	LARS2	
5103	chr3:45570983-45571160_+	novel_intergenic				
5104	chr3:45673777-45673873_+	intron	NM_014240	LIMD1		
5105	chr3:45697514-45697743_+	coding	NM_014240	LIMD1	LIMD1	Bladder_
5106	chr3:45761595-45761945_+	coding	NM_014016	SACM1L	SACM1L	Bladder_
5107	chr3:46377235-46377420_+	coding	NM_001123041	CCR2	CCR2	NPC_
5108	chr3:46392557-46392692_+	coding	NM_001100168	CCR5	CCR5	NPC_
5112	chr3:46727118-46727353_+	coding	NM_147196	TMIE	TMIE	
5113	chr3:46899418-46899618_+	intron	NM_000316	PTH1R		
5114	chr3:46903733-46903820_+	intron	NM_000316	PTH1R		
5115	chr3:46919739-46920247_+	coding	NM_000316	PTH1R	PTH1R	
5116	chr3:46926009-46926248_+	all_mrna	AK094114			
5118	chr3:47006497-47006830_+	intron	NM_015175	NBEAL2		
5119	chr3:47025715-47026182_+	coding	NM_015175	NBEAL2	NBEAL2	NPC_GIST_
5120	chr3:47029703-47029934_+	ref_known_Gencode_nc	NR_024046	NRADDP	NRADDP	
5122	chr3:47190684-47190733_+	intron	NR_033373	FLJ39534		
5123	chr3:47241617-47241724_+	intron	NR_033373	FLJ39534		
5124	chr3:47260317-47260517_+	Gencode_lnc	NR_033373	FLJ39534	FLJ39534	
5126	chr3:47363002-47363243_+	coding	NM_025010	KLHL18	KLHL18	
5128	chr3:47426782-47427516_+	coding	NM_015466	PTPN23	PTPN23	
5129	chr3:47429150-47429911_+	coding	NM_015466	PTPN23	PTPN23	HN_
5131	chr3:47498776-47498907_+	novel_intergenic				EWS_
5134	chr3:47680486-47680601_+	intron				
5135	chr3:47832052-47832200_+	intron	NM_014966	DHX30		
5136	chr3:47832472-47832666_+	ref_known_Gencode_nc	uc003crr.2	DHX30	DHX30	GIST_
5137	chr3:47833171-47833393_+	ref_known_Gencode_nc	uc003crr.2	DHX30	DHX30	
5138	chr3:47866343-47866670_+	coding	NM_014966	DHX30	DHX30	HN_
5142	chr3:48287013-48287390_+	coding	NM_016089	ZNF589	ZNF589	Prostate_EWS_
5143	chr3:48318437-48318710_+	downstream	BC062690			
5145	chr3:48481300-48481480_+	coding	NM_130384	ATRIP	ATRIP	
5146	chr3:48481793-48482038_+	coding	NM_130384	ATRIP	ATRIP	
5147	chr3:48483188-48484026_+	coding	NM_033629	TREX1	TREX1	NPC_
5161	chr3:48940960-48941104_+	intron	NM_006321	ARIH2		NPC_
5163	chr3:48971823-48971979_+	intron	NM_006321	ARIH2		NPC_
5164	chr3:48995934-48995982_+	coding	NM_006321	ARIH2	ARIH2	
5165	chr3:48996350-48996592_+	coding	NM_006321	ARIH2	ARIH2	
5166	chr3:48997393-48997988_+	coding	NM_006321	ARIH2	ARIH2	Bladder_
5167	chr3:49011937-49012196_+	ref_known_Gencode_nc	BC060321	P4HTM	P4HTM	
5168	chr3:49019126-49019564_+	coding	NM_177939	P4HTM	P4HTM	HN_
5169	chr3:49027278-49028366_+	coding	NM_018031	WDR6	WDR6	HN_MLS_
5171	chr3:49035442-49035834_+	coding	NM_199073	NDUFAF3	NDUFAF3	NPC_Prostate_
5174	chr3:49037332-49037841_+	all_mrna	CU680407			
5180	chr3:49188317-49188754_+	coding	NM_173546	KLHDC8B	KLHDC8B	
5181	chr3:49188809-49188902_+	coding	NM_173546	KLHDC8B	KLHDC8B	
5182	chr3:49277421-49277546_+	intron	AK130658			MLS_
5183	chr3:49284132-49284248_+	intron	CU691015			MLS_
5189	chr3:49428002-49428933_+	coding	NM_022171	TCTA	TCTA	
5191	chr3:49519140-49519263_+	intron	NM_001177635	DAG1		NPC_
5192	chr3:49519409-49519503_+	intron	NM_001177635	DAG1		NPC_
5193	chr3:49545825-49546119_+	coding	NM_001177635	DAG1	DAG1	GIST_
5194	chr3:49546645-49547042_+	coding	NM_001177635	DAG1	DAG1	NPC_
5195	chr3:49547280-49548034_+	coding	NM_001177635	DAG1	DAG1	
5196	chr3:49695471-49695958_+	coding	NM_001640	APEH	APEH	NPC_
5199	chr3:49733453-49734202_+	coding	NM_022064	RNF123	RNF123	HN_NPC_
5200	chr3:49736729-49737055_+	all_mrna	AK097846			
5201	chr3:49817101-49817567_+	coding	NM_203370	C3orf54	C3orf54	GIST_
5204	chr3:50015584-50015625_+	intron	NM_005777	RBM6		
5205	chr3:50034336-50034383_+	intron	NM_005777	RBM6		NPC_
5206	chr3:50038989-50039027_+	intron	NM_005777	RBM6		NPC_
5208	chr3:50074398-50074519_+	coding	NM_005777	RBM6	RBM6	Bladder_
5211	chr3:50089440-50089663_+	coding	NM_005777	RBM6	RBM6	NPC_
5212	chr3:50108504-50108641_+	intron	NM_005778	RBM5		
5213	chr3:50124510-50124548_+	ref_known_Gencode_nc	NM_005778	RBM5		NPC_
5216	chr3:50130904-50131377_+	coding	NM_005778	RBM5	RBM5	NPC_
5217	chr3:50200138-50200585_+	coding	NM_004186	SEMA3F	SEMA3F	
5218	chr3:50200660-50201496_+	coding	NM_004186	SEMA3F	SEMA3F	NPC_GIST_
5219	chr3:50208738-50208897_+	coding	NM_144499	GNAT1	GNAT1	ESS_
5220	chr3:50233059-50233387_+	coding	NM_006841	SLC38A3	SLC38A3	GIST_
5224	chr3:50270570-50270934_+	coding	NM_002070	GNAI2	GNAI2	
5225	chr3:50270974-50271774_+	coding	NM_002070	GNAI2	GNAI2	HN_GIST_
5226	chr3:50275521-50275649_+	Bartel	uc003cys.1			
5227	chr3:50289040-50289660_+	coding	NM_004636	SEMA3B	SEMA3B	ESS_GIST_
5228	chr3:50300165-50300620_+	coding	NM_153215	C3orf45	C3orf45	
5235	chr3:50350434-50350705_+	downstream	AY545528			
5237	chr3:50366043-50366504_+	coding	NM_007022	CYB561D2	CYB561D2	
5243	chr3:50592783-50593087_+	coding	NM_016173	HEMK1	HEMK1	
5244	chr3:50597004-50597119_+	coding	NM_016173	HEMK1	HEMK1	
5245	chr3:50597494-50597933_+	downstream	uc003daw.1	HEMK1		
5246	chr3:50598014-50598262_+	downstream	uc003daw.1	HEMK1		
5247	chr3:50604650-50604824_+	downstream	AF074992			
5250	chr3:50627131-50627388_+	intron	uc003day.1	MAPKAPK3		
5251	chr3:50660345-50660582_+	coding	NM_004635	MAPKAPK3	MAPKAPK3	
5252	chr3:50661298-50661702_+	coding	NM_004635	MAPKAPK3	MAPKAPK3	
5253	chr3:50952552-50952659_+	intron	NM_004947	DOCK3		
5255	chr3:51396167-51396343_+	coding	NM_004947	DOCK3	DOCK3	GIST_
5256	chr3:51396412-51396644_+	coding	NM_004947	DOCK3	DOCK3	
5257	chr3:51401373-51401805_+	coding	NM_006010	MANF	MANF	NPC_GIST_
5258	chr3:51406322-51406889_+	coding	NM_013286	RBM15B	RBM15B	NPC_GIST_
5259	chr3:51406933-51407199_+	coding	NM_013286	RBM15B	RBM15B	
5260	chr3:51409887-51410397_+	coding	NM_013286	RBM15B	RBM15B	Bladder_
5262	chr3:51576776-51576893_+	intron	NM_015106	RAD54L2		
5263	chr3:51672321-51672612_+	coding	NM_015106	RAD54L2	RAD54L2	MLS_
5264	chr3:51677524-51677583_+	downstream	AF088021			HN_
5266	chr3:51712945-51713322_+	coding	NR_024012	TEX264	TEX264	HN_EWS_
5267	chr3:51727265-51727644_+	coding	NM_000839	GRM2	GRM2	EWS_
5269	chr3:51957374-51957621_+	coding	NM_005485	PARP3	PARP3	HN_
5270	chr3:51966261-51966664_+	coding	NM_080865	GPR62	GPR62	EWS_
5276	chr3:51989887-51990263_+	coding	NM_015407	ABHD14A	ABHD14A	HN_NPC_GIST_MLS_
5277	chr3:51997965-51998236_+	coding	NM_000666	ACY1	ACY1	HN_NPC_MLS_
5278	chr3:52223073-52223415_+	coding	NM_000688	ALAS1	ALAS1	Bladder_
5280	chr3:52259292-52259640_+	coding	NM_144641	PPM1M	PPM1M	EWS_
5283	chr3:52302108-52302587_+	coding	NR_026701	GLYCTK	GLYCTK	NPC_Colon_
5285	chr3:52408623-52408813_+	coding	NM_015512	DNAH1	DNAH1	
5286	chr3:52409339-52409526_+	coding	NM_015512	DNAH1	DNAH1	HN_
5288	chr3:52412477-52412730_+	all_mrna	CU674779			
5289	chr3:52413679-52413870_+	downstream	CU674779			
5290	chr3:52414283-52414529_+	downstream	CU674779			
5293	chr3:52432418-52432673_+	coding	NM_173341	PHF7	PHF7	
5294	chr3:52484022-52484120_+	intron	NM_007184	NISCH		NPC_
5295	chr3:52490503-52490947_+	coding	uc003dec.1	NISCH	NISCH	GIST_
5296	chr3:52500927-52501877_+	coding	NM_007184	NISCH	NISCH	GIST_
5297	chr3:52501900-52502112_+	coding	NM_007184	NISCH	NISCH	HN_GIST_
5298	chr3:52532927-52533050_+	coding	NM_015136	STAB1	STAB1	
5299	chr3:52533152-52533765_+	coding	NM_015136	STAB1	STAB1	DDLPS_
5300	chr3:52543085-52543389_+	ref_known_Gencode_nc	AK091962			LMS_
5301	chr3:52545655-52545957_+	coding	NM_001124767	LOC440957	LOC440957	
5302	chr3:52549410-52549608_+	coding	NM_001124767	LOC440957	LOC440957	Bladder_
5303	chr3:52550753-52550921_+	all_mrna	AK095910			
5306	chr3:52703526-52703810_+	coding	NM_014366	GNL3	GNL3	
5307	chr3:52705009-52705195_+	downstream	NM_014366	GNL3		
5308	chr3:52716856-52717294_+	coding	NM_014041	SPCS1	SPCS1	Bladder_
5309	chr3:52800903-52801027_+	coding	NM_002215	ITIH1	ITIH1	
5310	chr3:52817614-52817831_+	coding	NM_002217	ITIH3	ITIH3	LMS_
5312	chr3:53201139-53201569_+	coding	NM_006254	PRKCD	PRKCD	
5313	chr3:53201591-53201671_+	coding	NM_006254	PRKCD	PRKCD	Bladder_GIST_
5314	chr3:53201697-53201749_+	coding	NM_006254	PRKCD	PRKCD	Bladder_NPC_GIST_
5316	chr3:53509076-53509166_+	intron	NM_000720	CACNA1D		Prostate_
5317	chr3:53515884-53515989_+	intron	NM_000720	CACNA1D		Prostate_
5318	chr3:53622944-53623076_+	intron	NM_000720	CACNA1D		ESS_
5320	chr3:53691175-53691349_+	intron	NM_000720	CACNA1D		ESS_
5321	chr3:53800234-53800461_+	all_mrna	AK294585			ESS_
5322	chr3:53821346-53821511_+	coding	NM_000720	CACNA1D	CACNA1D	
5324	chr3:53822506-53822775_+	downstream	uc003dgw.2	CACNA1D		
5325	chr3:53874383-53874638_+	coding	NM_018725	IL17RB	IL17RB	GIST_
5327	chr3:53958137-53958187_+	novel_intergenic				
5333	chr3:56630630-56630872_+	coding	NR_024460	CCDC66	CCDC66	
5334	chr3:57280257-57280459_+	coding	NM_012096	APPL1	APPL1	
5335	chr3:57282322-57282561_+	coding	NM_012096	APPL1	APPL1	
5336	chr3:57522539-57522796_+	coding	NM_177966	PDE12	PDE12	
5337	chr3:57535905-57536057_+	intron				NPC_
5339	chr3:57816317-57816351_+	intron	NM_007159	SLMAP		
5340	chr3:57866690-57866803_+	intron	NM_007159	SLMAP		HN_NPC_
5341	chr3:57872502-57872677_+	intron	NM_007159	SLMAP		NPC_
5342	chr3:57889636-57889948_+	coding	NM_007159	SLMAP	SLMAP	NPC_
5343	chr3:57890499-57890755_+	downstream	AL834538	SLMAP		
5344	chr3:57979566-57979633_+	all_mrna	AK098160			LMS_
5346	chr3:58022347-58022422_+	intron	NM_001164318	FLNB		NPC_
5347	chr3:58084146-58084456_+	coding	NM_001164318	FLNB	FLNB	
5348	chr3:58087962-58088020_+	intron	NM_001164318	FLNB		
5349	chr3:58093944-58094086_+	all_mrna	AK130827			HN_GIST_
5350	chr3:58131218-58131457_+	coding	NM_001164318	FLNB	FLNB	HN_GIST_
5351	chr3:58131591-58132999_+	coding	NM_001164318	FLNB	FLNB	NPC_GIST_
5353	chr3:58255023-58255479_+	coding	NM_020676	ABHD6	ABHD6	EWS_
5355	chr3:58279005-58279093_+	coding	NM_007042	RPP14	RPP14	
5357	chr3:58342077-58342307_+	intron	NM_017771	PXK		NPC_
5358	chr3:58386536-58386803_+	all_mrna	AY437879	PXK	PXK	
5360	chr3:58462944-58463070_+	coding	NM_153331	KCTD6	KCTD6	
5363	chr3:61521496-61521672_+	promoter				
5364	chr3:61528211-61528256_+	all_mrna	AK054828			
5366	chr3:61579451-61579569_+	intron	NM_002841	PTPRG		
5367	chr3:61634939-61635071_+	intron	NM_002841	PTPRG		
5368	chr3:61640942-61641200_+	intron	NM_002841	PTPRG		GIST_
5369	chr3:61641546-61641754_+	intron	NM_002841	PTPRG		
5370	chr3:61689345-61689464_+	intron	NM_002841	PTPRG		NPC_
5372	chr3:61765225-61765377_+	all_mrna	AK022044			
5373	chr3:61766084-61766229_+	all_mrna	AK022044			
5374	chr3:61773782-61773917_+	intron	NM_002841	PTPRG		
5375	chr3:61775731-61775839_+	intron	NM_002841	PTPRG		
5376	chr3:61803194-61803382_+	intron	NM_002841	PTPRG		NPC_
5377	chr3:62254560-62254727_+	coding	NM_002841	PTPRG	PTPRG	
5379	chr3:62258170-62258311_+	downstream	NM_002841	PTPRG		
5380	chr3:62294004-62294366_+	coding	NM_020685	C3orf14	C3orf14	Bladder_
5383	chr3:63957084-63957317_+	coding	NM_000333	ATXN7	ATXN7	NPC_
5384	chr3:63962499-63962723_+	coding	NM_000333	ATXN7	ATXN7	Bladder_
5385	chr3:63963937-63964258_+	coding	NM_000333	ATXN7	ATXN7	NPC_
5386	chr3:63967905-63968047_+	all_mrna	AK022323			
5392	chr3:64531156-64531292_+	intron	uc003dmi.1			MLS_
5393	chr3:64535044-64535175_+	intron	uc003dmi.1			MLS_
5395	chr3:64829824-64829988_+	intron	uc003dml.2			
5397	chr3:64953914-64954120_+	intron	uc003dml.2			
5398	chr3:64984419-64984672_+	novel_intergenic				
5402	chr3:66510832-66511191_+	coding	NM_173471	SLC25A26	SLC25A26	
5403	chr3:66511843-66512250_+	coding	NM_173471	SLC25A26	SLC25A26	
5405	chr3:67812660-67812893_+	intron	uc003dnb.2			
5408	chr3:69221240-69221356_+	intron	NM_006407	ARL6IP5		NPC_
5409	chr3:69236596-69236937_+	coding	NM_006407	ARL6IP5	ARL6IP5	Bladder_
5410	chr3:69237163-69237255_+	coding	NM_006407	ARL6IP5	ARL6IP5	
5411	chr3:69237474-69237615_+	coding	NM_006407	ARL6IP5	ARL6IP5	
5412	chr3:69237749-69237919_+	coding	NM_006407	ARL6IP5	ARL6IP5	NPC_
5415	chr3:70032881-70033040_+	intron	NM_006722	MITF		
5416	chr3:70097305-70097476_+	coding	NM_006722	MITF	MITF	
5417	chr3:70099976-70100153_+	coding	NM_006722	MITF	MITF	
5421	chr3:71888156-71888313_+	downstream	NM_018971	GPR27		
5424	chr3:73108495-73108747_+	downstream	NM_001080393	GXYLT2		
5426	chr3:73112702-73112911_+	novel_intergenic				GIST_
5427	chr3:73112949-73113150_+	novel_intergenic				
5428	chr3:73194996-73195143_+	coding	NM_018029	FLJ10213	FLJ10213	NPC_
5429	chr3:73200779-73201014_+	all_mrna	AL833216	PPP4R2	PPP4R2	
5432	chr3:75355732-75355879_+	novel_intergenic				
5434	chr3:76473050-76473246_+	all_mrna	AF086027			
5435	chr3:76620699-76620807_+	intron				
5437	chr3:76692311-76692441_+	intron				
5438	chr3:76711458-76711612_+	intron				
5440	chr3:76867492-76867570_+	novel_intergenic				
5443	chr3:77095497-77095660_+	novel_intergenic				
5444	chr3:77518921-77519080_+	intron	NM_001128929	ROBO2		ESS_
5445	chr3:77779101-77779330_+	coding	NM_001128929	ROBO2	ROBO2	
5447	chr3:85091916-85092130_+	ref_known_Gencode_nc	BC063484			
5449	chr3:87385540-87385740_+	coding	NM_014043	CHMP2B	CHMP2B	Bladder_
5450	chr3:87385885-87386040_+	coding	NM_014043	CHMP2B	CHMP2B	Bladder_
5451	chr3:87386559-87386746_+	coding	NM_014043	CHMP2B	CHMP2B	Bladder_
5452	chr3:87387138-87387420_+	coding	NM_014043	CHMP2B	CHMP2B	
5457	chr3:88220903-88221017_+	intron				
5460	chr3:88276303-88276506_+	coding	NM_018293	ZNF654	ZNF654	
5461	chr3:88289599-88289785_+	coding	NM_173824	C3orf38	C3orf38	NPC_
5462	chr3:88293811-88293967_+	downstream	NM_173824	C3orf38		NPC_
5463	chr3:88298112-88298285_+	all_mrna	BC016013			
5464	chr3:88312896-88312993_+	novel_intergenic				
5465	chr3:89613745-89613958_+	coding	NM_005233	EPHA3	EPHA3	
5467	chr3:95256621-95256789_+	coding	NM_001174150	ARL13B	ARL13B	
5468	chr3:95303564-95303720_+	intron	NM_022072	NSUN3		
5469	chr3:95327983-95328299_+	coding	NM_022072	NSUN3	NSUN3	
5471	chr3:97818999-97819034_+	Rinn				
5475	chr3:99146258-99146429_+	coding	NM_153605	CRYBG3	CRYBG3	
5477	chr3:99717032-99717390_+	all_mrna	AF116664			
5478	chr3:99964984-99965255_+	intron	NM_006100	ST3GAL6		MLS_
5479	chr3:99995261-99995523_+	coding	NM_006100	ST3GAL6	ST3GAL6	MLS_
5480	chr3:99995659-99995997_+	coding	NM_006100	ST3GAL6	ST3GAL6	
5483	chr3:99998343-99998554_+	downstream	AK001922	ST3GAL6		MLS_
5484	chr3:100922642-100922889_+	intron	NM_020351	COL8A1		
5485	chr3:100997244-100997661_+	coding	NM_020351	COL8A1	COL8A1	GIST_
5486	chr3:100997687-100997837_+	coding	NM_020351	COL8A1	COL8A1	
5487	chr3:100997933-100998301_+	downstream	NM_020351	COL8A1		
5488	chr3:100999288-100999614_+	all_mrna	AL359062			
5489	chr3:101000224-101000733_+	all_mrna	AL359062			
5490	chr3:101019439-101019556_+	coding	NM_032359	C3orf26	C3orf26	
5492	chr3:101189671-101189741_+	intron	NM_032359	C3orf26		
