^SAMPLE = GSM281777
!Sample_title = 293-tet-On-EWS/NOR1 without doxycycline
!Sample_geo_accession = GSM281777
!Sample_status = Public on Dec 10 2008
!Sample_submission_date = Apr 16 2008
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = 293-tet-On-EWS/NOR1 cells, doxycycline untreated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 293-tet-On-EWS/NOR1 cells were cultured without doxycycline for 24 hours.
!Sample_treatment_protocol_ch1 = without doxycycline
!Sample_growth_protocol_ch1 = DMEM supplemented with 10% FCS
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy mini column 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = in vitro transcription, Affymetrix protocol
!Sample_hyb_protocol = Labeled cRNA was hybridized with the array in the hybridization buffer for 16 hours.
!Sample_scan_protocol = GCOS (GeneChip operating software)
!Sample_description = To identify genes affected by EWS/NOR1 overexpression, we compared expression profiles between EWS/NOR1-induced 293-tet-On cells and its control cells.
!Sample_data_processing = GCOS (GeneChip operating software)
!Sample_platform_id = GPL570
!Sample_contact_name = Naganari,,Ohkura
!Sample_contact_email = nohkura@ncc.go.jp
!Sample_contact_phone = +81-3-3542-2511
!Sample_contact_fax = +81-3-3542-8170
!Sample_contact_department = Tumor Endocrinology Project
!Sample_contact_institute = National Cancer Center Research Institute
!Sample_contact_address = 5-1-1, Tsukiji, Chuo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 104-0045
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM281nnn/GSM281777/suppl/GSM281777.CEL.gz
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE11185
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = EWS/NOR1 without doxycycline
#ABS_CALL = 
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
217680_x_at	14.1	P	0.00415
217681_at	2	A	0.870361
217682_at	150.2	P	0.000244
217683_at	17.5	A	0.219482
217684_at	31.8	A	0.095215
217685_at	21.3	P	0.023926
217686_at	14.9	A	0.567627
217687_at	22.8	A	0.080566
217688_at	12.6	A	0.171387
217689_at	14.9	A	0.334473
217690_at	64.9	P	0.010742
217691_x_at	50.8	A	0.19458
217692_at	37	P	0.023926
217693_x_at	106.1	P	0.005859
217694_at	5.8	A	0.246094
217695_x_at	22.2	P	0.008057
217696_at	8.5	A	0.432373
217697_at	0.6	A	0.72583
217698_at	0.2	A	0.799805
217699_at	4.2	A	0.466064
217700_at	1.7	A	0.533936
217701_x_at	3.3	A	0.366211
217702_at	3.7	A	0.466064
217703_x_at	94.4	P	0.023926
217704_x_at	33.2	P	0.018555
217705_at	0.5	A	0.633789
217706_at	13.3	P	0.010742
217707_x_at	473.1	P	0.000732
217708_x_at	27.5	A	0.19458
217709_at	0.6	A	0.753906
217710_x_at	2.5	A	0.72583
217711_at	3	A	0.601074
217712_at	5.7	A	0.334473
217713_x_at	42.1	P	0.018555
217714_x_at	31.9	P	0.001953
217715_x_at	48.1	P	0.01416
217716_s_at	558.2	P	0.001221
217717_s_at	1676.3	P	0.000244
217718_s_at	4013.8	P	0.000244
217719_at	7884.9	P	0.000244
217720_at	7648.6	P	0.000244
217721_at	49.9	P	0.000244
217722_s_at	3205.8	P	0.000244
217723_x_at	2.9	A	0.989258
217724_at	6616.1	P	0.000244
217725_x_at	4642.9	P	0.000244
217726_at	1347	P	0.000244
217727_x_at	2537.6	P	0.000244
217728_at	1.3	A	0.72583
217729_s_at	211.4	P	0.00293
217730_at	107	P	0.00293
217731_s_at	2425.8	P	0.001953
217732_s_at	1995	P	0.000244
217733_s_at	3874.9	P	0.000244
217734_s_at	302.5	P	0.001221
217735_s_at	188.1	P	0.008057
217736_s_at	1615.6	P	0.000244
217737_x_at	396.3	P	0.000244
217738_at	923.1	P	0.000244
217739_s_at	1033.4	P	0.000244
217740_x_at	14544.7	P	0.000244
217741_s_at	881.8	P	0.000244
217742_s_at	1045.4	P	0.000244
217743_s_at	1002.6	P	0.000244
217744_s_at	1144.6	P	0.000244
217745_s_at	2103.1	P	0.000244
217746_s_at	1097.5	P	0.000244
217747_s_at	7584.1	P	0.000244
217748_at	843.3	P	0.000732
217749_at	242.3	P	0.000732
217750_s_at	558.1	P	0.000732
217751_at	367	P	0.000244
217752_s_at	963.7	P	0.000244
217753_s_at	8450.6	P	0.000244
217754_at	757.7	P	0.000244
217755_at	1389.1	P	0.000244
217756_x_at	2267.2	P	0.000244
217757_at	4.9	A	0.567627
217758_s_at	1660.6	P	0.000244
217759_at	699.6	P	0.000244
217760_at	392.1	P	0.000244
217761_at	1915.9	P	0.000244
217762_s_at	536.6	P	0.000244
217763_s_at	528.5	P	0.000244
217764_s_at	617.4	P	0.001221
217765_at	254.6	P	0.005859
217766_s_at	802.6	P	0.000244
217767_at	3	A	0.850342
217768_at	5004.6	P	0.000244
217769_s_at	4230	P	0.000244
217770_at	443.7	P	0.00415
217771_at	1322.6	P	0.000244
217772_s_at	2019.7	P	0.000244
217773_s_at	2861	P	0.000244
217774_s_at	3398	P	0.000244
217775_s_at	1014.4	P	0.000244
217776_at	1657.2	P	0.000244
217777_s_at	1492.9	P	0.000732
217778_at	141.5	P	0.00415
217779_s_at	1644.1	P	0.000244
217780_at	1595.7	P	0.000244
217781_s_at	241	P	0.000244
217782_s_at	645.7	P	0.000732
217783_s_at	458.9	P	0.000244
217784_at	227.9	P	0.000244
217785_s_at	174	P	0.000244
217786_at	2279	P	0.000244
217787_s_at	238.9	P	0.001221
217788_s_at	655.9	P	0.001221
217789_at	666.3	P	0.000732
217790_s_at	179.4	P	0.000732
217791_s_at	1225.5	P	0.000244
217792_at	359.7	P	0.000732
217793_at	34.7	P	0.037598
217794_at	781.4	P	0.000732
217795_s_at	305.9	P	0.000244
217796_s_at	361.7	P	0.000732
217797_at	2356.4	P	0.000244
217798_at	534.7	P	0.000244
217799_x_at	185.2	P	0.01416
217800_s_at	867.6	P	0.000244
217801_at	3625.4	P	0.000244
217802_s_at	3578.9	P	0.000244
217803_at	2380.7	P	0.000244
217804_s_at	420.5	P	0.000732
217805_at	607.9	P	0.000244
217806_s_at	731.3	P	0.000732
217807_s_at	4692.1	P	0.000244
217808_s_at	375.3	P	0.000732
217809_at	1980	P	0.000244
217810_x_at	1264.3	P	0.000244
217811_at	700.7	P	0.000244
217812_at	2019.4	P	0.000244
217813_s_at	371.5	P	0.000244
217814_at	289.2	P	0.000244
217815_at	2866	P	0.000244
217816_s_at	2367.6	P	0.000244
217817_at	482.1	P	0.00293
217818_s_at	239	P	0.01416
217819_at	1368.4	P	0.000244
217820_s_at	2793.1	P	0.000244
217821_s_at	638.1	P	0.000244
217822_at	2108.3	P	0.000244
217823_s_at	917.9	P	0.000244
217824_at	233.6	P	0.000244
217825_s_at	325.5	P	0.000244
217826_s_at	766.2	P	0.000244
217827_s_at	634.6	P	0.000244
217828_at	782.4	P	0.000244
217829_s_at	724.9	P	0.000244
217830_s_at	237.3	P	0.000244
217831_s_at	391.4	P	0.000732
217832_at	1523.8	P	0.000244
217833_at	1179.3	P	0.000244
217834_s_at	1810	P	0.000244
217835_x_at	2298.4	P	0.000244
217836_s_at	753.5	P	0.000244
217837_s_at	689.3	P	0.000244
217838_s_at	216.6	P	0.000732
217839_at	1227.7	P	0.000244
217840_at	328.1	P	0.000244
217841_s_at	320.8	P	0.000732
217842_at	589.2	P	0.000244
217843_s_at	513.4	P	0.000244
217844_at	183.6	P	0.018555
217845_x_at	3160.7	P	0.000244
217846_at	2235.1	P	0.000244
217847_s_at	67.7	P	0.010742
217848_s_at	6516.1	P	0.000244
217849_s_at	62.1	P	0.018555
217850_at	1751.8	P	0.000732
217851_s_at	709	P	0.000244
217852_s_at	1414.9	P	0.000244
217853_at	64	P	0.001221
217854_s_at	2256.1	P	0.000244
217855_x_at	538.5	P	0.001953
217856_at	82.7	P	0.000244
217857_s_at	329.2	P	0.00293
217858_s_at	343.1	P	0.000244
217859_s_at	147.5	P	0.000244
217860_at	1048.2	P	0.000244
217861_s_at	439.7	P	0.000244
217862_at	258.5	P	0.000244
217863_at	218.9	P	0.000732
217864_s_at	387.6	P	0.000244
217865_at	417.9	P	0.000244
217866_at	491.4	P	0.000732
217867_x_at	202	P	0.000244
217868_s_at	1482.9	P	0.000244
217869_at	2314	P	0.000244
217870_s_at	1264.4	P	0.000244
217871_s_at	8926.6	P	0.000244
217872_at	848.6	P	0.001221
217873_at	1034.9	P	0.000244
217874_at	1756.6	P	0.000244
217875_s_at	29.8	P	0.046143
217876_at	154.4	P	0.008057
217877_s_at	318.9	P	0.000244
217878_s_at	216.6	P	0.000244
217879_at	536	P	0.000244
217880_at	1045.9	P	0.000244
217881_s_at	238.4	P	0.000244
217882_at	1044.2	P	0.000244
217883_at	4059.8	P	0.000244
217884_at	287.8	P	0.000244
217885_at	889.3	P	0.000244
217886_at	355	P	0.000244
217887_s_at	659.4	P	0.000244
217888_s_at	227.3	P	0.001953
217889_s_at	62.1	M	0.056152
217890_s_at	74.5	P	0.00415
217891_at	158.3	P	0.000732
217892_s_at	1056.4	P	0.000244
217893_s_at	692.9	P	0.000244
217894_at	690.1	P	0.000244
217895_at	792.2	P	0.000732
217896_s_at	124.7	P	0.001221
217897_at	41.4	A	0.095215
217898_at	1522.4	P	0.000244
217899_at	291.1	P	0.00293
217900_at	2471.4	P	0.000244
217901_at	1820.7	P	0.000244
217902_s_at	265.1	P	0.000244
217903_at	205.7	P	0.000732
217904_s_at	94.6	P	0.000732
217905_at	422.6	P	0.000244
217906_at	1028.1	P	0.000244
217907_at	1869.1	P	0.000244
217908_s_at	576.8	P	0.000244
217909_s_at	510.1	P	0.000244
217910_x_at	598.1	P	0.000732
217911_s_at	1120.4	P	0.000244
217912_at	545.7	P	0.000732
217913_at	595.6	P	0.001221
217914_at	53.5	P	0.000244
217915_s_at	2192.1	P	0.000244
217916_s_at	387.1	P	0.000244
217917_s_at	1294	P	0.000244
217918_at	1545.1	P	0.000244
217919_s_at	2345.6	P	0.000244
217920_at	98.6	P	0.001221
217921_at	117.5	P	0.000244
217922_at	469.8	P	0.000244
217923_at	1258.6	P	0.000244
217924_at	174.3	P	0.001953
217925_s_at	210.7	P	0.000244
217926_at	1720.8	P	0.000244
217927_at	2477.3	P	0.000244
217928_s_at	263.8	P	0.00293
217929_s_at	179.2	P	0.010742
217930_s_at	90.9	P	0.010742
217931_at	96.3	P	0.000244
217932_at	1217.3	P	0.000244
217933_s_at	1331.1	P	0.000244
217934_x_at	2027	P	0.000732
217935_s_at	285.2	P	0.000244
217936_at	481.1	P	0.000244
217937_s_at	30.2	P	0.030273
217938_s_at	1196.1	P	0.000244
217939_s_at	385.5	P	0.000244
217940_s_at	359.2	P	0.001221
217941_s_at	1045.7	P	0.000244
217942_at	1663.1	P	0.000244
217943_s_at	375.8	P	0.000244
217944_at	212.4	P	0.000244
217945_at	2077.3	P	0.000244
217946_s_at	2620.4	P	0.000244
217947_at	1022.1	P	0.000732
217948_at	293.8	P	0.000244
217949_s_at	630.3	P	0.000244
217950_at	955.7	P	0.000244
217951_s_at	174.3	P	0.000244
217952_x_at	567.2	P	0.000244
217953_at	53.2	P	0.00415
217954_s_at	1020.9	P	0.000244
217955_at	540.9	P	0.000244
217956_s_at	1180.9	P	0.000244
217957_at	1697.6	P	0.000244
217958_at	911.9	P	0.000244
217959_s_at	602	P	0.000244
217960_s_at	1117.7	P	0.000244
217961_at	414.5	P	0.000244
217962_at	2345.7	P	0.000244
217963_s_at	5492.8	P	0.000244
217964_at	880.5	P	0.000244
217965_s_at	650.8	P	0.000244
217966_s_at	231.1	P	0.000244
217967_s_at	662.6	P	0.000244
217968_at	249	P	0.001953
217969_at	505.5	P	0.000732
217970_s_at	638.2	P	0.000244
217971_at	624.9	P	0.000244
217972_at	1471.8	P	0.000244
217973_at	1074.3	P	0.000244
217974_at	97.4	P	0.001221
217975_at	1764.1	P	0.000244
217976_s_at	500.6	P	0.000244
217977_at	275	P	0.005859
217978_s_at	668.1	P	0.000244
217979_at	4427.9	P	0.000244
217980_s_at	854.5	P	0.000244
217981_s_at	230.3	P	0.000732
217982_s_at	7720.7	P	0.000244
217983_s_at	424.8	P	0.000244
217984_at	163.6	P	0.000244
217985_s_at	1358.8	P	0.000244
217986_s_at	1499.7	P	0.000244
217987_at	1898.7	P	0.000244
217988_at	1465.2	P	0.000244
217989_at	232.8	P	0.000244
217990_at	497.7	P	0.000244
217991_x_at	48.1	P	0.00293
217992_s_at	159.7	P	0.00293
217993_s_at	2386.8	P	0.000244
217994_x_at	530.1	P	0.000732
217995_at	157.8	P	0.00293
217996_at	35.6	P	0.000244
217997_at	11.2	P	0.018555
217998_at	56.5	A	0.067627
217999_s_at	10.8	A	0.171387
218000_s_at	5.8	A	0.334473
218001_at	1247.7	P	0.000244
218002_s_at	0.6	A	0.941162
218003_s_at	4097.7	P	0.000244
218004_at	362.8	P	0.001221
218005_at	541.5	P	0.000244
218006_s_at	305.8	P	0.000244
218007_s_at	3071.6	P	0.000244
218008_at	704.2	P	0.000244
218009_s_at	3913.9	P	0.000244
218010_x_at	35.8	P	0.01416
218011_at	2309.4	P	0.000244
218012_at	407.9	P	0.001221
218013_x_at	522.4	P	0.000244
218014_at	1178.4	P	0.000244
218015_s_at	4.1	A	0.567627
218016_s_at	752.5	P	0.000244
218017_s_at	130	P	0.00293
218018_at	203.1	P	0.010742
218019_s_at	249.1	P	0.001221
218020_s_at	203.5	P	0.000732
218021_at	412.2	P	0.00293
218022_at	206.7	P	0.000244
218023_s_at	1078.5	P	0.000244
218024_at	769.2	P	0.000244
218025_s_at	1199.3	P	0.000244
218026_at	2149.7	P	0.000244
218027_at	1861.2	P	0.000244
218028_at	299.9	P	0.01416
218029_at	34.3	A	0.27417
218030_at	78.4	A	0.080566
218031_s_at	197.8	P	0.000244
218032_at	58	P	0.010742
218033_s_at	8.7	A	0.171387
218034_at	861.3	P	0.000732
218035_s_at	287.5	P	0.001221
218036_x_at	406.6	P	0.000244
218037_at	149.4	P	0.001953
218038_at	554	P	0.018555
218039_at	2146.9	P	0.000244
218040_at	447.2	P	0.000244
218041_x_at	2093	P	0.000244
218042_at	1428.6	P	0.000244
218043_s_at	216	P	0.000244
218044_x_at	9.5	A	0.129639
218045_x_at	84.8	P	0.008057
218046_s_at	823.8	P	0.000244
218047_at	1721.7	P	0.000244
218048_at	1106.5	P	0.000244
218049_s_at	1044.9	P	0.000244
218050_at	424.4	P	0.000244
218051_s_at	670.2	P	0.000244
218052_s_at	568	P	0.000244
218053_at	3104.8	P	0.000244
218054_s_at	15.8	A	0.390137
218055_s_at	681.5	P	0.000244
218056_at	600	P	0.000244
218057_x_at	1213.2	P	0.000244
218058_at	235.3	P	0.000244
218059_at	583.4	P	0.000244
218060_s_at	55.7	P	0.018555
218061_at	1427.7	P	0.000244
218062_x_at	154.8	P	0.005859
218063_s_at	7.6	A	0.696289
218064_s_at	352.9	P	0.000244
218065_s_at	413.4	P	0.001221
218066_at	248.5	P	0.001221
218067_s_at	1171.4	P	0.000244
218068_s_at	96.7	P	0.000732
218069_at	1727.2	P	0.000244
218070_s_at	132.5	P	0.001953
218071_s_at	310.3	P	0.000732
218072_at	198.3	P	0.001953
218073_s_at	602.6	P	0.000244
218074_at	1937.3	P	0.000244
218075_at	319	P	0.000244
218076_s_at	375.9	P	0.000244
218077_s_at	130.9	P	0.000732
218078_s_at	208.9	P	0.000244
218079_s_at	585.1	P	0.000244
218080_x_at	863.9	P	0.000244
218081_at	112.9	P	0.008057
218082_s_at	564.5	P	0.000244
218083_at	118.8	P	0.000244
218084_x_at	723	P	0.000244
218085_at	1959.5	P	0.000244
218086_at	173	P	0.00415
218087_s_at	70	P	0.001953
218088_s_at	599.6	P	0.000244
218089_at	405.5	P	0.000732
218090_s_at	947.1	P	0.000244
218091_at	468	P	0.000244
218092_s_at	524.9	P	0.000244
218093_s_at	492.4	P	0.000244
218094_s_at	356.7	P	0.000244
218095_s_at	773.4	P	0.000244
218096_at	1048.9	P	0.000244
218097_s_at	873.5	P	0.000244
218098_at	319.2	P	0.000244
218099_at	160.6	P	0.000244
218100_s_at	695.7	P	0.000244
218101_s_at	3213.5	P	0.000244
218102_at	886.3	P	0.000244
218103_at	1008.4	P	0.000244
218104_at	916	P	0.000244
218105_s_at	915.2	P	0.000244
218106_s_at	1214.3	P	0.000244
218107_at	1528.7	P	0.000244
218108_at	1048.4	P	0.000244
218109_s_at	528.8	P	0.000732
218110_at	46.9	P	0.037598
218111_s_at	512.2	P	0.000244
218112_at	1031.9	P	0.000732
218113_at	179.1	P	0.001953
218114_at	110.1	P	0.005859
218115_at	556.4	P	0.000732
218116_at	344.1	P	0.000244
218117_at	4435.9	P	0.000244
218118_s_at	2019	P	0.000244
218119_at	1872.8	P	0.000244
218120_s_at	310.4	P	0.000244
218121_at	40.4	P	0.023926
218122_s_at	322.1	P	0.000244
218123_at	1496	P	0.000244
218124_at	217	P	0.000244
218125_s_at	161.8	P	0.018555
218126_at	382.6	P	0.000244
218127_at	381.8	P	0.000244
218128_at	232.7	P	0.000244
218129_s_at	298.5	P	0.000244
218130_at	95.6	P	0.008057
218131_s_at	506.2	P	0.000244
218132_s_at	893.4	P	0.000244
218133_s_at	584	P	0.000244
218134_s_at	1630	P	0.000244
218135_at	953.7	P	0.000244
218136_s_at	45.2	P	0.000244
218137_s_at	812.3	P	0.000244
218138_at	267.1	P	0.000244
218139_s_at	742.9	P	0.000244
218140_x_at	1458.4	P	0.000244
218141_at	132.4	P	0.000244
218142_s_at	517.4	P	0.000244
218143_s_at	426.7	P	0.000244
218144_s_at	40.2	A	0.111572
218145_at	405.9	P	0.000244
218146_at	441.4	P	0.000244
218147_s_at	224.2	P	0.000244
218148_at	111.3	A	0.095215
218149_s_at	157.6	P	0.000244
218150_at	873.8	P	0.000732
218151_x_at	182.7	P	0.001953
218152_at	695.5	P	0.000244
218153_at	320.1	P	0.000244
218154_at	3.8	A	0.533936
218155_x_at	418.5	P	0.000244
218156_s_at	1898.8	P	0.000244
218157_x_at	295.1	P	0.001953
218158_s_at	316.9	P	0.000244
218159_at	782.2	P	0.000732
218160_at	1619.7	P	0.000244
218161_s_at	102.5	P	0.00415
218162_at	15.2	A	0.171387
218163_at	1888.1	P	0.000244
218164_at	129.5	P	0.010742
218165_at	1052.2	P	0.000244
218166_s_at	246	P	0.000244
218167_at	1137.7	P	0.000732
218168_s_at	829.6	P	0.001953
218169_at	132.5	P	0.018555
218170_at	2078.9	P	0.000244
218171_at	1242.8	P	0.000244
218172_s_at	407.8	P	0.000244
218173_s_at	21.2	P	0.000244
218174_s_at	93.3	P	0.000244
218175_at	163	P	0.001953
218176_at	703.8	P	0.001953
218177_at	243.8	P	0.000244
218178_s_at	1170.2	P	0.000244
218179_s_at	187.1	P	0.000244
218180_s_at	22.3	A	0.466064
218181_s_at	393.8	P	0.000244
218182_s_at	41.4	P	0.001221
218183_at	80	P	0.001221
218184_at	156.7	P	0.001221
218185_s_at	868.5	P	0.000244
218186_at	11	A	0.303711
218187_s_at	595.4	P	0.000244
218188_s_at	1691.7	P	0.000244
218189_s_at	1020.1	P	0.000244
218190_s_at	7029.5	P	0.000244
218191_s_at	741.5	P	0.000244
218192_at	320.5	P	0.000244
218193_s_at	469.4	P	0.010742
218194_at	1570.6	P	0.000244
218195_at	1387.6	P	0.000244
218196_at	604	P	0.000244
218197_s_at	413.4	P	0.000244
218198_at	693	P	0.000244
218199_s_at	94.8	P	0.000244
218200_s_at	2542.7	P	0.000244
218201_at	1696.6	P	0.000244
218202_x_at	330.2	P	0.000244
218203_at	1732.1	P	0.000244
218204_s_at	158.6	P	0.000244
218205_s_at	1749	P	0.001221
218206_x_at	934.7	P	0.001221
218207_s_at	8.7	A	0.111572
218208_at	242.1	P	0.000244
218209_s_at	1327.9	P	0.000244
218210_at	364.8	P	0.001953
218211_s_at	28.6	P	0.00415
218212_s_at	514.1	P	0.000244
218213_s_at	2407.7	P	0.000244
218214_at	468.5	P	0.000244
218215_s_at	103.6	P	0.018555
218216_x_at	651.7	P	0.000244
218217_at	292.8	P	0.000244
218218_at	201	P	0.000244
218219_s_at	363.4	P	0.000244
218220_at	496.8	P	0.00293
218221_at	196.7	P	0.000244
218222_x_at	43.7	A	0.095215
218223_s_at	82.8	P	0.00415
218224_at	1609.5	P	0.000244
218225_at	199	P	0.001953
218226_s_at	3563	P	0.000244
218227_at	230.8	P	0.001953
218228_s_at	825.5	P	0.000244
218229_s_at	583.6	P	0.000244
218230_at	558.3	P	0.000244
218231_at	326.4	P	0.000244
218232_at	0.9	A	0.80542
218233_s_at	5161	P	0.000732
218234_at	152.5	P	0.01416
218235_s_at	1250.1	P	0.000244
218236_s_at	743.1	P	0.000244
218237_s_at	1630.1	P	0.000244
218238_at	1676.5	P	0.000244
218239_s_at	2647.8	P	0.000244
218240_at	211.9	P	0.001221
218241_at	520.9	P	0.000244
218242_s_at	264	P	0.00293
218243_at	439.7	P	0.000244
218244_at	563	P	0.000732
218245_at	43	A	0.080566
218246_at	144.5	A	0.080566
218247_s_at	1185.2	P	0.000244
218248_at	50.5	P	0.000732
218249_at	677.5	P	0.000244
218250_s_at	1545.5	P	0.000244
218251_at	293.2	P	0.000244
218252_at	1589	P	0.000244
218253_s_at	789.3	P	0.000244
218254_s_at	1339.1	P	0.000244
218255_s_at	58.6	P	0.00293
218256_s_at	1473.5	P	0.001953
218257_s_at	130.5	P	0.000244
218258_at	1672.8	P	0.001221
218259_at	440.7	P	0.000732
218260_at	416.4	P	0.000732
218261_at	14.4	A	0.633789
218262_at	245.1	P	0.000244
218263_s_at	564.2	P	0.000244
218264_at	824.7	P	0.000244
218265_at	195.7	P	0.000244
218266_s_at	52.7	P	0.01416
218267_at	131.8	P	0.005859
218268_at	652.9	P	0.000244
218269_at	1524	P	0.000244
218270_at	570	P	0.00293
218271_s_at	819.6	P	0.000244
218272_at	193.5	P	0.008057
218273_s_at	78.8	P	0.000244
218274_s_at	54	P	0.023926
218275_at	108.1	P	0.005859
218276_s_at	169.4	P	0.000244
218277_s_at	1677.3	P	0.000244
218278_at	287.3	P	0.001221
218279_s_at	36.2	P	0.00415
218280_x_at	396	P	0.000244
218281_at	584.5	P	0.000244
218282_at	79.9	P	0.001221
218283_at	457.1	P	0.000244
218284_at	173.4	P	0.000732
218285_s_at	392.1	P	0.000244
218286_s_at	625.7	P	0.000244
218287_s_at	220.9	P	0.000732
218288_s_at	635.2	P	0.000244
218289_s_at	296.4	P	0.000244
218290_at	442.9	P	0.000732
218291_at	520.8	P	0.000244
218292_s_at	99.9	P	0.000244
218293_x_at	3.1	A	0.398926
218294_s_at	659	P	0.000244
218295_s_at	407.7	P	0.000244
218296_x_at	184.5	P	0.001221
218297_at	299.5	P	0.000244
218298_s_at	61.5	P	0.010742
218299_at	90	A	0.129639
218300_at	305.4	P	0.010742
218301_at	53.3	P	0.023926
218302_at	1076.8	P	0.000244
218303_x_at	617.5	P	0.000244
218304_s_at	488.1	P	0.000244
218305_at	473.7	P	0.000244
218306_s_at	194.8	P	0.000244
218307_at	178.1	P	0.000244
218308_at	443.3	P	0.000244
218309_at	163.5	P	0.000244
218310_at	370.8	P	0.000244
218311_at	303.3	P	0.000244
218312_s_at	556.6	P	0.000244
218313_s_at	902.5	P	0.000244
218314_s_at	320	P	0.000244
218315_s_at	324.8	P	0.000732
218316_at	310.7	P	0.000244
218317_x_at	243.8	P	0.005859
218318_s_at	97.9	P	0.000244
218319_at	398.6	P	0.000244
218320_s_at	2649.4	P	0.000244
218321_x_at	224.2	P	0.000244
218322_s_at	2.6	A	0.533936
218323_at	542.1	P	0.000244
218324_s_at	215.2	P	0.000732
218325_s_at	40.9	A	0.27417
218326_s_at	338.9	P	0.000244
218327_s_at	261.2	P	0.000244
218328_at	263.8	P	0.000732
218329_at	443.2	P	0.000244
218330_s_at	57.6	P	0.000732
218331_s_at	2612.5	P	0.000244
218332_at	1326	P	0.000244
218333_at	646.9	P	0.000732
218334_at	1376	P	0.000244
218335_x_at	177.1	A	0.067627
218336_at	1369.6	P	0.000244
218337_at	75.5	P	0.037598
218338_at	183.9	P	0.005859
218339_at	1466.6	P	0.000244
218340_s_at	353.1	P	0.000244
218341_at	320.8	P	0.000244
218342_s_at	250.4	P	0.000244
218343_s_at	799.9	P	0.000244
218344_s_at	156	P	0.000732
218345_at	5.3	A	0.665527
218346_s_at	265.5	P	0.001221
218347_at	383.1	P	0.000244
218348_s_at	626.6	P	0.000244
218349_s_at	991.5	P	0.000244
218350_s_at	3701.7	P	0.000244
218351_at	1035.1	P	0.000244
218352_at	229.9	P	0.000244
218353_at	34	P	0.00293
218354_at	463.7	P	0.000244
218355_at	979.8	P	0.000244
218356_at	1330.4	P	0.000244
218357_s_at	2603.8	P	0.000244
218358_at	1085.6	P	0.000244
218359_at	213	P	0.010742
218360_at	298.3	P	0.000244
218361_at	305.8	P	0.000244
218362_s_at	44.9	P	0.000244
218363_at	313.6	P	0.000732
218364_at	119.5	P	0.000244
218365_s_at	351.9	P	0.000244
218366_x_at	869	P	0.000244
218367_x_at	347	P	0.000244
218368_s_at	779.6	P	0.000244
218369_s_at	4.4	A	0.27417
218370_s_at	480.2	P	0.000244
218371_s_at	214.4	P	0.000244
218372_at	84	P	0.001221
218373_at	308.8	P	0.000244
218374_s_at	236.5	P	0.000244
218375_at	377.4	P	0.000244
218376_s_at	16	A	0.19458
218377_s_at	319.8	P	0.000244
218378_s_at	222	P	0.00293
218379_at	523.1	P	0.000244
218380_at	67.5	P	0.001953
218381_s_at	2020.2	P	0.000732
218382_s_at	285.1	P	0.000244
218383_at	364.8	P	0.000244
218384_at	458.8	P	0.000244
218385_at	576.2	P	0.000244
218386_x_at	1628.3	P	0.000244
218387_s_at	458.6	P	0.000244
218388_at	524	P	0.000244
218389_s_at	571.5	P	0.000244
218390_s_at	81.6	P	0.000732
218391_at	1046.8	P	0.000244
218392_x_at	781	P	0.000244
218393_s_at	298.5	P	0.000244
218394_at	99.8	P	0.00415
218395_at	1221.6	P	0.000244
218396_at	328.2	P	0.000244
218397_at	1384.4	P	0.000244
218398_at	1777.6	P	0.000244
218399_s_at	505.1	P	0.001221
218400_at	36.6	P	0.01416
218401_s_at	384.6	P	0.000244
218402_s_at	116.9	P	0.001953
218403_at	2093.8	P	0.000244
218404_at	658.8	P	0.000244
218405_at	544.4	P	0.000244
218406_x_at	42.3	A	0.111572
218407_x_at	732.7	P	0.001953
218408_at	540.1	P	0.000244
218409_s_at	267.9	P	0.000732
218410_s_at	54.3	P	0.037598
218411_s_at	423.7	P	0.000244
218412_s_at	350.1	P	0.000244
218413_s_at	20.4	P	0.030273
218414_s_at	103.7	P	0.008057
218415_at	174.4	P	0.000244
218416_s_at	40.3	P	0.018555
218417_s_at	44.6	A	0.19458
218418_s_at	301.8	P	0.000244
218419_s_at	133.2	P	0.000244
218420_s_at	135.2	P	0.000244
218421_at	373.7	P	0.000244
218422_s_at	587.5	P	0.000244
218423_x_at	448	P	0.000244
218424_s_at	214.7	P	0.000244
218425_at	89.7	P	0.001221
218426_s_at	103	P	0.000732
218427_at	532.4	P	0.000732
218428_s_at	389.7	P	0.000244
218429_s_at	15.6	A	0.334473
218430_s_at	116.2	P	0.000244
218431_at	148.8	P	0.030273
218432_at	768.1	P	0.000244
218433_at	163.8	P	0.000244
218434_s_at	544.3	P	0.001221
218435_at	319.3	P	0.000244
218436_at	112.7	P	0.005859
