nct	om_title	group_title	evaluable_n	era	family	trial_conditions	n_trial_conditions	n_disease_keys	n_disease_keys_lenient	disease_status	disease_specificity	attributed_key	disease_value	disease_basis	trial_phases	phase_status	phase_value	phase_group_hint	registry_arm_label	registry_arm_type	arm_match_quality	n_arms_registered	registry_has_control_arm	control_status	control_basis	control_flag	producer_control_arm_candidate	group_description	registry_arm_description
NCT02395172	Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by an Independent Endpoint Review Committee (IERC) in Full Analysis Set Population	Docetaxel	284	2014_2017	bor	Carcinoma, Non-Small-Cell Lung	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	non small cell lung	Carcinoma, Non-Small-Cell Lung	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3		Docetaxel	ACTIVE_COMPARATOR	EXACT	2	True	CONTROL_ACTIVE_COMPARATOR	registry arm 'Docetaxel' type=ACTIVE_COMPARATOR (EXACT match)		False	Participants received 75 mg per square meter (m\^2) (per label) of docetaxel by intravenous infusion once every 3 weeks until confirmed disease progression, significant clinical deterioration, unacceptable toxicity, or any criterion for withdrawal from the study or Investigational Medicinal Product (IMP) as defined in the study protocol was fulfilled.	
NCT02402764	Clinical Benefit Rate	Selinexor Treatment	10	2014_2017	bor	Breast Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	breast	Breast Cancer	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Selinexor Treatment	EXPERIMENTAL	EXACT	1	False	NOT_CONTROL	registry arm 'Selinexor Treatment' type=EXPERIMENTAL (EXACT match)		False	Ten patients were treated with oral selinexor 60 mg twice per week (on days 1 and 3) on a schedule of 3 weeks on and 1 week off, each four-week cycle.	Screening period (which may last up to 28 days), followed by Selinexor treatment for qualified participants.  During the treatment period, participants will undergo physical examination every 2 weeks until Cycle 6 Day 1 (C6D1), and then every 4 weeks and assessment of tumor response every 8 weeks.  Participants will be treated until progression of disease or the development of unacceptable toxicit
NCT02421588	Best Response According to Tumor Marker Evaluation (CA-125)	Control (PLD or Topotecan)	142	2014_2017	bor	Ovarian Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	ovarian	Ovarian Cancer	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3				NONE	2	True	CONTROL_UNSPECIFIED_BY_GROUP_TEXT	results group text says control/comparator/standard of care without naming placebo		False	Patients randomized to the Control arm were assigned to receive PLD if they had previously been treated with topotecan, or to receive topotecan if they had previously been treated with PLD. However, if the number of patients randomized to either PLD or topotecan reached 60% (i.e., 126 patients) of the total number of patients expected in the Control Arm, then the treatment of choice in the Control	
NCT02421588	Best Response According to Tumor Marker Evaluation (CA-125)	Lurbinectedin	158	2014_2017	bor	Ovarian Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	ovarian	Ovarian Cancer	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3				NONE	2	True	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	3.2 mg/m2 i.v. as a 1-hour infusion on Day 1 q3wk (three weeks = one treatment cycle) through peripheral or central lines. A minimum total volume of 100 mL, diluted in 5% glucose or 0.9% sodium chloride solution for infusion, had to be used for administration through a central venous catheter; if a peripheral venous catheter was used, the minimum volume was 250 mL	
NCT02421588	Overall Response Rate (ORR) by Independent Review Committee	Control (PLD or Topotecan)	197	2014_2017	bor	Ovarian Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	ovarian	Ovarian Cancer	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3				NONE	2	True	CONTROL_UNSPECIFIED_BY_GROUP_TEXT	results group text says control/comparator/standard of care without naming placebo		False	Patients randomized to the Control arm were assigned to receive PLD if they had previously been treated with topotecan, or to receive topotecan if they had previously been treated with PLD. However, if the number of patients randomized to either PLD or topotecan reached 60% (i.e., 126 patients) of the total number of patients expected in the Control Arm, then the treatment of choice in the Control	
NCT02421588	Overall Response Rate (ORR) by Independent Review Committee	Lurbinectedin	205	2014_2017	bor	Ovarian Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	ovarian	Ovarian Cancer	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3				NONE	2	True	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	3.2 mg/m2 i.v. as a 1-hour infusion on Day 1 q3wk (three weeks = one treatment cycle) through peripheral or central lines. A minimum total volume of 100 mL, diluted in 5% glucose or 0.9% sodium chloride solution for infusion, had to be used for administration through a central venous catheter; if a peripheral venous catheter was used, the minimum volume was 250 mL	
NCT02421588	Overall Response Rate by Investigator's Assessment	Control (PLD or Topotecan)	199	2014_2017	bor	Ovarian Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	ovarian	Ovarian Cancer	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3				NONE	2	True	CONTROL_UNSPECIFIED_BY_GROUP_TEXT	results group text says control/comparator/standard of care without naming placebo		False	Patients randomized to the Control arm were assigned to receive PLD if they had previously been treated with topotecan, or to receive topotecan if they had previously been treated with PLD. However, if the number of patients randomized to either PLD or topotecan reached 60% (i.e., 126 patients) of the total number of patients expected in the Control Arm, then the treatment of choice in the Control	
NCT02421588	Overall Response Rate by Investigator's Assessment	Lurbinectedin	205	2014_2017	bor	Ovarian Cancer	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	ovarian	Ovarian Cancer	trial lists exactly one condition	PHASE3	TRIAL_SINGLE	PHASE3				NONE	2	True	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	3.2 mg/m2 i.v. as a 1-hour infusion on Day 1 q3wk (three weeks = one treatment cycle) through peripheral or central lines. A minimum total volume of 100 mL, diluted in 5% glucose or 0.9% sodium chloride solution for infusion, had to be used for administration through a central venous catheter; if a peripheral venous catheter was used, the minimum volume was 250 mL	
NCT02431260	Objective Response Rate (ORR)	Part 2 / Treatment Group A: 20 MG BID INCB054329	9	2014_2017	bor	Solid Tumors and Hematologic Malignancy	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	solid and hematologic	Solid Tumors and Hematologic Malignancy	trial lists exactly one condition	PHASE1/PHASE2	MIXED	PHASE1/PHASE2	Part 2			NONE	1	False	NOT_CONTROL_SINGLE_ARM_TRIAL	trial registers 1 arm group(s)		False	Part 2 / treatment group A (TGA): dose titration was to determine the feasibility of intraparticipant dose titration using Protocol-defined criteria. Treatment Group A included any advanced solid tumor or lymphoma.	
NCT02440464	Percentage of Participants With Best Response to Treatment After Randomization	Ixazomib Maintenance	5	2014_2017	bor	Multiple Myeloma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	multiple myeloma	Multiple Myeloma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Ixazomib Maintenance	EXPERIMENTAL	EXACT	2	True	NOT_CONTROL	registry arm 'Ixazomib Maintenance' type=EXPERIMENTAL (EXACT match)		False	Allogeneic HSCT and Fludarabine/Melphalan/Bortezomib conditioning followed by Ixazomib maintenance  Allogeneic HSCT: Eligible patients with a Human Leukocyte Antigen (HLA)-matched related or unrelated donor will undergo allogeneic hematopoietic stem cell transplant at Day 0. For GVHD prophylaxis, patients will be given Tacrolimus from Day -3 until at least 6 months following initiation, at an intr	Allogeneic HSCT and Fludarabine/Melphalan/Bortezomib conditioning followed by Ixazomib maintenance
NCT02440464	Percentage of Participants With Best Response to Treatment After Randomization	Placebo	3	2014_2017	bor	Multiple Myeloma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	multiple myeloma	Multiple Myeloma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Placebo	PLACEBO_COMPARATOR	EXACT	2	True	CONTROL_PLACEBO	registry arm 'Placebo' type=PLACEBO_COMPARATOR (EXACT match)		True	Allogeneic HSCT and Fludarabine/Melphalan/Bortezomib conditioning followed by placebo maintenance.  Allogeneic HSCT: Eligible patients with a Human Leukocyte Antigen (HLA)-matched related or unrelated donor will undergo allogeneic hematopoietic stem cell transplant at Day 0. For GVHD prophylaxis, patients will be given Tacrolimus from Day -3 until at least 6 months following initiation, at an intr	Allogeneic HSCT and Fludarabine/Melphalan/Bortezomib conditioning followed by placebo maintenance.
NCT02440464	Percentage of Participants With Response to Treatment	Ixazomib Maintenance	2	2014_2017	bor	Multiple Myeloma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	multiple myeloma	Multiple Myeloma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Ixazomib Maintenance	EXPERIMENTAL	EXACT	2	True	NOT_CONTROL	registry arm 'Ixazomib Maintenance' type=EXPERIMENTAL (EXACT match)		False	Allogeneic HSCT and Fludarabine/Melphalan/Bortezomib conditioning followed by Ixazomib maintenance  Allogeneic HSCT: Eligible patients with a Human Leukocyte Antigen (HLA)-matched related or unrelated donor will undergo allogeneic hematopoietic stem cell transplant at Day 0. For GVHD prophylaxis, patients will be given Tacrolimus from Day -3 until at least 6 months following initiation, at an intr	Allogeneic HSCT and Fludarabine/Melphalan/Bortezomib conditioning followed by Ixazomib maintenance
NCT02440464	Percentage of Participants With Response to Treatment	Placebo	2	2014_2017	bor	Multiple Myeloma	1	1	1	TRIAL_SINGLE	NAMES_A_TUMOUR_TYPE	multiple myeloma	Multiple Myeloma	trial lists exactly one condition	PHASE2	TRIAL_SINGLE	PHASE2		Placebo	PLACEBO_COMPARATOR	EXACT	2	True	CONTROL_PLACEBO	registry arm 'Placebo' type=PLACEBO_COMPARATOR (EXACT match)		True	Allogeneic HSCT and Fludarabine/Melphalan/Bortezomib conditioning followed by placebo maintenance.  Allogeneic HSCT: Eligible patients with a Human Leukocyte Antigen (HLA)-matched related or unrelated donor will undergo allogeneic hematopoietic stem cell transplant at Day 0. For GVHD prophylaxis, patients will be given Tacrolimus from Day -3 until at least 6 months following initiation, at an intr	Allogeneic HSCT and Fludarabine/Melphalan/Bortezomib conditioning followed by placebo maintenance.
NCT02475213	Best Overall Response (RECIST 1.1)	Cohort 1	5	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	MIXED	UNASSIGNABLE			4 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1		Cohort 1	EXPERIMENTAL	EXACT	8	False	NOT_CONTROL	registry arm 'Cohort 1' type=EXPERIMENTAL (EXACT match)		False	enoblituzumab 3 mg/kg IV weekly for up to 51 doses and pembrolizumab 2 mg/kg IV every 3 weeks for up to 17 doses	Enoblituzumab 3 mg/kg IV weekly plus pembrolizumab 2 mg/kg IV every 3 weeks
NCT02475213	Best Overall Response (RECIST 1.1)	Cohort 2	3	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	MIXED	UNASSIGNABLE			4 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1		Cohort 2	EXPERIMENTAL	EXACT	8	False	NOT_CONTROL	registry arm 'Cohort 2' type=EXPERIMENTAL (EXACT match)		False	enoblituzumab 10 mg/kg IV weekly for up to 51 doses and pembrolizumab 2 mg/kg IV every 3 weeks for up to 17 doses	Enoblituzumab 10 mg/kg IV weekly plus pembrolizumab 2 mg/kg IV every 3 weeks
NCT02475213	Best Overall Response (RECIST 1.1)	Cohort 3	3	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	MIXED	UNASSIGNABLE			4 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1		Cohort 3	EXPERIMENTAL	EXACT	8	False	NOT_CONTROL	registry arm 'Cohort 3' type=EXPERIMENTAL (EXACT match)		False	enoblituzumab 15 mg/kg IV weekly for up to 51 doses and pembrolizumab 2 mg/kg IV every 3 weeks for up to 17 doses	Enoblituzumab 15 mg/kg IV weekly plus pembrolizumab 2 mg/kg IV every 3 weeks
NCT02475213	Best Overall Response (RECIST 1.1)	Cohort 4	12	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	MIXED	UNASSIGNABLE			4 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1		Cohort 4	EXPERIMENTAL	EXACT	8	False	NOT_CONTROL	registry arm 'Cohort 4' type=EXPERIMENTAL (EXACT match)		False	enoblituzumab 15 mg/kg IV and retifanlimab 375 mg IV every three weeks up to 17 doses.	Enoblituzumab 15 mg/kg IV plus retifanlimab 375 mg IV every 3 weeks
NCT02475213	Best Overall Response (RECIST 1.1)	Melanoma Cohort	15	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	GROUP_SPECIFIC	NAMES_A_TUMOUR_TYPE	melanoma	Melanoma	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1		Melanoma Cohort	EXPERIMENTAL	EXACT	8	False	NOT_CONTROL	registry arm 'Melanoma Cohort' type=EXPERIMENTAL (EXACT match)		False	enoblituzumab 15 mg/kg IV weekly for up to 51 doses and pembrolizumab 2 mg/kg IV every 3 weeks for up to 17 doses	Enoblituzumab 15 mg/kg IV weekly plus pembrolizumab 2 mg/kg IV every 3 weeks
NCT02475213	Best Overall Response (RECIST 1.1)	NSCLC Cohort: PD1/PDL1 Experienced	19	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	MIXED	UNASSIGNABLE			4 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1				NONE	8	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	enoblituzumab 15 mg/kg IV weekly for up to 51 doses and pembrolizumab 2 mg/kg every 3 weeks for up to 17 doses	
NCT02475213	Best Overall Response (RECIST 1.1)	NSCLC Cohort: PD1/PDL1 Naïve	15	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	MIXED	UNASSIGNABLE			4 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1				NONE	8	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	enoblituzumab 15 mg/kg IV weekly for up to 51 doses and pembrolizumab 2 mg/kg IV every 3 weeks for up to 17 doses	
NCT02475213	Best Overall Response (RECIST 1.1)	SCCHN Cohort: PD1/PDL1 Experienced	19	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	MIXED	UNASSIGNABLE			4 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1				NONE	8	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	enoblituzumab 15 mg/kg IV weekly for up to 51 doses and pembrolizumab 2 mg/kg IV every 3 weeks for up to 17 doses	
NCT02475213	Best Overall Response (RECIST 1.1)	SCCHN Cohort: PD1/PDL1 Naïve	16	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	MIXED	UNASSIGNABLE			4 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1				NONE	8	False	UNKNOWN	no strong arm match (NONE) and no control language in the group record		False	enoblituzumab 15 mg/kg IV weekly for up to 51 doses and pembrolizumab 2 mg/kg IV every 3 weeks for up to 17 doses	
NCT02475213	Best Overall Response (RECIST 1.1)	Urothelial Cancer Cohort	17	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	GROUP_SPECIFIC	NAMES_A_TUMOUR_TYPE	urothelial	Urothelial Carcinoma	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1		Urothelial Cancer Cohort	EXPERIMENTAL	EXACT	8	False	NOT_CONTROL	registry arm 'Urothelial Cancer Cohort' type=EXPERIMENTAL (EXACT match)		False	enoblituzumab 15 mg/kg IV weekly for up to 51 doses and pembrolizumab 2 mg/kg IV every 3 weeks for up to 17 doses	Enoblituzumab 15 mg/kg IV weekly plus pembrolizumab 2 mg/kg IV every 3 weeks
NCT02475213	Best Overall Response (irRECIST 1.1)	Cohort 1	5	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	MIXED	UNASSIGNABLE			4 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1		Cohort 1	EXPERIMENTAL	EXACT	8	False	NOT_CONTROL	registry arm 'Cohort 1' type=EXPERIMENTAL (EXACT match)		False	enoblituzumab 3 mg/kg IV weekly for up to 51 doses and pembrolizumab 2 mg/kg IV every 3 weeks for up to 17 doses	Enoblituzumab 3 mg/kg IV weekly plus pembrolizumab 2 mg/kg IV every 3 weeks
NCT02475213	Best Overall Response (irRECIST 1.1)	Cohort 2	3	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	MIXED	UNASSIGNABLE			4 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1		Cohort 2	EXPERIMENTAL	EXACT	8	False	NOT_CONTROL	registry arm 'Cohort 2' type=EXPERIMENTAL (EXACT match)		False	enoblituzumab 10 mg/kg IV weekly for up to 51 doses and pembrolizumab 2 mg/kg IV every 3 weeks for up to 17 doses	Enoblituzumab 10 mg/kg IV weekly plus pembrolizumab 2 mg/kg IV every 3 weeks
NCT02475213	Best Overall Response (irRECIST 1.1)	Cohort 3	3	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	MIXED	UNASSIGNABLE			4 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1		Cohort 3	EXPERIMENTAL	EXACT	8	False	NOT_CONTROL	registry arm 'Cohort 3' type=EXPERIMENTAL (EXACT match)		False	enoblituzumab 15 mg/kg IV weekly for up to 51 doses and pembrolizumab 2 mg/kg IV every 3 weeks for up to 17 doses	Enoblituzumab 15 mg/kg IV weekly plus pembrolizumab 2 mg/kg IV every 3 weeks
NCT02475213	Best Overall Response (irRECIST 1.1)	Cohort 4	12	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	MIXED	UNASSIGNABLE			4 distinct disease keys at trial level, no single-disease group evidence	PHASE1	TRIAL_SINGLE	PHASE1		Cohort 4	EXPERIMENTAL	EXACT	8	False	NOT_CONTROL	registry arm 'Cohort 4' type=EXPERIMENTAL (EXACT match)		False	enoblituzumab 15 mg/kg IV and retifanlimab 375 mg IV every three weeks up to 17 doses.	Enoblituzumab 15 mg/kg IV plus retifanlimab 375 mg IV every 3 weeks
NCT02475213	Best Overall Response (irRECIST 1.1)	Melanoma Cohort	15	2014_2017	bor	Melanoma ; Head and Neck Cancer ; Non Small Cell Lung Cancer ; Urothelial Carcinoma	4	4	4	GROUP_SPECIFIC	NAMES_A_TUMOUR_TYPE	melanoma	Melanoma	group/arm/outcome text names exactly one of the trial conditions	PHASE1	TRIAL_SINGLE	PHASE1		Melanoma Cohort	EXPERIMENTAL	EXACT	8	False	NOT_CONTROL	registry arm 'Melanoma Cohort' type=EXPERIMENTAL (EXACT match)		False	enoblituzumab 15 mg/kg IV weekly for up to 51 doses and pembrolizumab 2 mg/kg IV every 3 weeks for up to 17 doses	Enoblituzumab 15 mg/kg IV weekly plus pembrolizumab 2 mg/kg IV every 3 weeks
