nct	gnorm	gtitle	om	type	title	tf	denom	itt	pp	con	unc	cen	inv	n_candidates	distinct_om	distinct_timeframes	distinct_denoms	resolved_by	pooled_label	payloads
NCT00311584	disease eval by bone marrow or mibg (irinotecan/temozolomide)	Disease Eval by Bone Marrow or MIBG (Irinotecan/Temozolomide)	0	PRIMARY	Overall Response - Complete Response (CR), Very Good Partial Response (VGPR) and Partial Response (PR)	up to 6 courses of therapy, or about 6 months	27	False	True	False	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00311584	disease measurable by ct or mri scan (irinotecan/temozolomide)	Disease Measurable by CT or MRI Scan (Irinotecan/Temozolomide)	0	PRIMARY	Overall Response - Complete Response (CR), Very Good Partial Response (VGPR) and Partial Response (PR)	up to 6 courses of therapy, or about 6 months	28	False	True	False	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00319254	bosutinib	Bosutinib	3	SECONDARY	Percentage of Participants With Objective Response (OR)	Baseline up to Year 1	73	True	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00320541	paclitaxel plus bevacizumab (pb)	Paclitaxel Plus Bevacizumab (PB)	0	PRIMARY	Overall Response Rate (ORR)	baseline & every 2 cycles (approximately 8 weeks) of treatment to measured progressive disease (PD) & post-therapy until PD or other therapy initiated (up to 35 months)	94	True	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00320541	paclitaxel plus bevacizumab plus gemcitabine (pb+g)	Paclitaxel Plus Bevacizumab Plus Gemcitabine (PB+G)	0	PRIMARY	Overall Response Rate (ORR)	baseline & every 2 cycles (approximately 8 weeks) of treatment to measured progressive disease (PD) & post-therapy until PD or other therapy initiated (up to 35 months)	92	True	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00321893	arm i: budesonide	Arm I: Budesonide	2	PRIMARY	Number of Participant Overall Responses as Measured by RECIST Criteria at 12 Months	12 Months	98	False	False	False	False	False	False	2	2	1	1	f	False	ctg_accrual_completed_onc_phase2|ctg_placebo_onc_1999_2009
NCT00321893	arm ii: placebo	Arm II: Placebo	2	PRIMARY	Number of Participant Overall Responses as Measured by RECIST Criteria at 12 Months	12 Months	100	False	False	False	False	False	False	2	2	1	1	f	False	ctg_accrual_completed_onc_phase2|ctg_placebo_onc_1999_2009
NCT00322452	carboplatin/paclitaxel	Carboplatin/Paclitaxel	2	SECONDARY	Objective Tumour Response Rate According to RECIST	Tumour assessments as per RECIST were performed at baseline and then every 42 days ± 7 days from randomization until data cut off (14th April 2008).	608	True	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00322452	gefitinib	Gefitinib	2	SECONDARY	Objective Tumour Response Rate According to RECIST	Tumour assessments as per RECIST were performed at baseline and then every 42 days ± 7 days from randomization until data cut off (14th April 2008).	609	True	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00323882	ipilimumab 10 mg/kg + xrt combination (chemotherapy naive)	Ipilimumab 10 mg/kg + XRT Combination (Chemotherapy Naive)	4	SECONDARY	Overall Tumor Response Rate in 10 mg/kg Ipilimumab Monotherapy and Ipilimumab/XRT Combination Therapy	Day 1 to last day of study treatment (+70 days) up to 2 years	4	False	True	True	False	False	False	2	2	2	2	a-d	False	ctg_results_bor_1999_2009
NCT00323882	ipilimumab 10 mg/kg + xrt combination (prior chemotherapy)	Ipilimumab 10 mg/kg + XRT Combination (Prior Chemotherapy)	4	SECONDARY	Overall Tumor Response Rate in 10 mg/kg Ipilimumab Monotherapy and Ipilimumab/XRT Combination Therapy	Day 1 to last day of study treatment (+70 days) up to 2 years	16	False	True	True	False	False	False	2	2	2	2	a-d	False	ctg_results_bor_1999_2009
NCT00323882	ipilimumab monotherapy 10 mg/kg	Ipilimumab Monotherapy 10 mg/kg	4	SECONDARY	Overall Tumor Response Rate in 10 mg/kg Ipilimumab Monotherapy and Ipilimumab/XRT Combination Therapy	Day 1 to last day of study treatment (+70 days) up to 2 years	8	False	True	True	False	False	False	2	2	2	2	a-d	False	ctg_results_bor_1999_2009
NCT00324155	ipilimumab and dacarbazine	Ipilimumab and Dacarbazine	1	SECONDARY	Disease Control Rate (DCR)	First dose to last tumor assessment prior to subsequent therapy at data cutoff for Primary Endpoint (approximately 5 years)	250	False	False	False	False	True	False	2	2	2	1	f	False	ctg_results_bor_1999_2009
NCT00324155	placebo and dacarbazine	Placebo and Dacarbazine	1	SECONDARY	Disease Control Rate (DCR)	First dose to last tumor assessment prior to subsequent therapy at data cutoff for Primary Endpoint (approximately 5 years)	252	False	False	False	False	True	False	2	2	2	1	f	False	ctg_results_bor_1999_2009
NCT00324259	arm 1 (6 mg estradiol)	Arm 1 (6 mg Estradiol)	0	PRIMARY	Clinical Benefit Rate (CR Plus PR Plus SD)	24 weeks after start of treatment	34	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00324259	arm 2 (30 mg estradiol)	Arm 2 (30 mg Estradiol)	0	PRIMARY	Clinical Benefit Rate (CR Plus PR Plus SD)	24 weeks after start of treatment	32	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00325234	gemcitabine/vinorelbine	Gemcitabine/Vinorelbine	0	PRIMARY	Tumor Response Rate	Baseline up to 30 days of follow-up after 21 cycles of treatment	61	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00325234	pemetrexed/carboplatin	Pemetrexed/Carboplatin	0	PRIMARY	Tumor Response Rate	Baseline up to 30 days of follow-up after 21 cycles of treatment	64	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00326911	cetuximab + bevacizumab	Cetuximab + Bevacizumab	2	SECONDARY	The Number of Patients With a Best Overall Response of Either a Complete Response (CR) or Partial Response (PR)	Tumor evaluations were performed every 8 weeks while on cetuximab therapy until PD or recurrence. Patients with a PR or CR had a confirmatory tumor assessment no less than 4 weeks after the initial evaluation.	29	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00326911	cetuximab + bevacizumab + gemcitabine	Cetuximab + Bevacizumab + Gemcitabine	2	SECONDARY	The Number of Patients With a Best Overall Response of Either a Complete Response (CR) or Partial Response (PR)	Tumor evaluations were performed every 8 weeks while on cetuximab therapy until PD or recurrence. Patients with a PR or CR had a confirmatory tumor assessment no less than 4 weeks after the initial evaluation.	29	False	False	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00328198	alemtuzumab 30mg	Alemtuzumab 30mg	6	PRIMARY	Percentage of Participants Who Had an Overall Response (OR) as Determined by the Independent Response Review Panel (IRRP)	up to 44 weeks	86	True	False	False	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00331630	treatment with lapatinib and abraxane	Treatment With Lapatinib and Abraxane	0	PRIMARY	Clinical Response Rate (cRR)	At Baseline, then before each treatment cycle begins and after 4 cycles of study treatment (1 cycle = 21 days)	29	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00332163	pre-emptive skin treatment	Pre-emptive Skin Treatment	6	SECONDARY	Response Rate at First Scheduled Assessment	Week 9 with confirmed response at Week 13 for the FOLFIRI and panitumumab Q2W regimen or at Week 10 with confirmed response at Week 14 for the irinotecan and panitumumab Q3W regimen.	48	False	False	True	False	True	False	2	2	2	1	f	False	ctg_results_bor_1999_2009
NCT00332163	reactive skin treatment	Reactive Skin Treatment	6	SECONDARY	Response Rate at First Scheduled Assessment	Week 9 with confirmed response at Week 13 for the FOLFIRI and panitumumab Q2W regimen or at Week 10 with confirmed response at Week 14 for the irinotecan and panitumumab Q3W regimen.	47	False	False	True	False	True	False	2	2	2	1	f	False	ctg_results_bor_1999_2009
NCT00334282	pazopanib 800 mg	Pazopanib 800 mg	2	SECONDARY	Overall Response	Baseline until either response or progression (up to 2 years)	290	True	False	False	False	True	False	1	1	1	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00334282	placebo	Placebo	2	SECONDARY	Overall Response	Baseline until either response or progression (up to 2 years)	145	True	False	False	False	True	False	1	1	1	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00337103	capecitabine 2.5 g/m^2/day	Capecitabine 2.5 g/m^2/Day	4	SECONDARY	Objective Response Rate (ORR): Independent Review	From date of randomization until date of first documentation of CR or PR, assessed up to data cutoff date of 12 Mar 2012 or up to approximately 6 years	548	True	False	False	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00337103	eribulin mesylate 1.4 mg/m^2	Eribulin Mesylate 1.4 mg/m^2	4	SECONDARY	Objective Response Rate (ORR): Independent Review	From date of randomization until date of first documentation of CR or PR, assessed up to data cutoff date of 12 Mar 2012 or up to approximately 6 years	554	True	False	False	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00338728	letrozole and imatinib mesylate	Letrozole and Imatinib Mesylate	0	PRIMARY	Objective Response Rate (ORR)	From the registration until disease progression, death, unacceptable toxicity, or withdraw of study consent, whichever occurred first assessed up to 182 months	45	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00343291	cetuximab + bevacizumab + paclitaxel + carboplatin (6/3)	Cetuximab + Bevacizumab + Paclitaxel + Carboplatin (6/3)	2	SECONDARY	Percentage of Participants Achieving an Objective Overall Response (Overall Response Rate)	Randomization to measured progressive disease up to 31.8 months	61	False	False	False	False	False	True	3	3	3	3	e	False	ctg_results_bor_1999_2009
NCT00343291	cetuximab + bevacizumab + paclitaxel + carboplatin (6/6)	Cetuximab + Bevacizumab + Paclitaxel + Carboplatin (6/6)	2	SECONDARY	Percentage of Participants Achieving an Objective Overall Response (Overall Response Rate)	Randomization to measured progressive disease up to 31.8 months	60	False	False	False	False	False	True	3	3	3	3	e	False	ctg_results_bor_1999_2009
NCT00347438	capecitabine	Capecitabine	1	PRIMARY	Partial Clinical Response Rate (PR)	After the first three cycles of therapy, an average of 9 weeks	16	False	False	False	False	False	False	4	4	1	1	f	False	ctg_results_bor_1999_2009
NCT00348790	vatalanib	Vatalanib	3	SECONDARY	To Correlate the Response Rates With Expression of Certain Types of Genes	At the end of study treatment	0	False	False	False	False	False	False	2	2	2	2	a-d	False	ctg_results_bor_1999_2009
NCT00352690	cohort 1 (first 12 eligible patients)	Cohort 1 (First 12 Eligible Patients)	3	SECONDARY	Response Rates	4 years	8	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00352690	cohort 2 (remaining patients)	Cohort 2 (Remaining Patients)	3	SECONDARY	Response Rates	4 years	0	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00355238	group a (brivanib 800 mg qd)	Group A (Brivanib 800 mg QD)	2	SECONDARY	Tumor Response Rate Per Independent Response Review Committee (IRRC)	From first dose to the date of the first documented response (up to approximately 34 months)	55	False	False	True	False	True	False	2	2	1	1	f	False	ctg_results_bor_1999_2009
NCT00355238	group b (brivanib 800 mg qd)	Group B (Brivanib 800 mg QD)	2	SECONDARY	Tumor Response Rate Per Independent Response Review Committee (IRRC)	From first dose to the date of the first documented response (up to approximately 34 months)	46	False	False	True	False	True	False	2	2	1	1	f	False	ctg_results_bor_1999_2009
NCT00355238	group c (400 mg bid)	Group C (400 mg BID)	2	SECONDARY	Tumor Response Rate Per Independent Response Review Committee (IRRC)	From first dose to the date of the first documented response (up to approximately 34 months)	22	False	False	True	False	True	False	2	2	1	1	f	False	ctg_results_bor_1999_2009
NCT00356811	lapatinib plus paclitaxel	Lapatinib Plus Paclitaxel	0	PRIMARY	Number of Participants With a Best Overall Response (OR) of Confirmed Complete Response (CR) or Partial Response (PR), as Assessed by the Independent Review Committee (IRC)	From the first dose of study medication to the first documented evidence of a confirmed CR or PR (up to Week 86)	57	True	False	True	False	True	False	2	2	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00361842	irinotecan - exposed	Irinotecan - Exposed	0	PRIMARY	Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.0	From date of first dose until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 48 months	24	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00361842	irinotecan - naïve	Irinotecan - Naïve	0	PRIMARY	Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.0	From date of first dose until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 48 months	21	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00363051	stratum 1: everolimus 10 mg	Stratum 1: Everolimus 10 mg	0	PRIMARY	Objective Response Rate: Percentage of Participants With Best Over All Response of Complete Response or Partial Response by Central Radiology Review (Stratum 1) Based on Response Evaluation Criteria in Solid Tumors (RECIST)	from date of randomization/start of treatment until first documented response confirmed 4 weeks later( at least 3 months)	115	True	False	True	False	True	False	2	2	2	2	a-d	False	ctg_results_bor_1999_2009
NCT00363051	stratum 2: everolimus 10 mg + octreotide depot	Stratum 2: Everolimus 10 mg + Octreotide Depot	3	SECONDARY	Objective Response Rate: Percentage of Participants With Best Over All Response of Complete Response or Partial Response by Central Radiology Review (Stratum 2) Based on Response Evaluation Criteria in Solid Tumors (RECIST)	from date of randomization/start of treatment until first documented response confirmed 4 weeks later (at least 3 months)	45	True	False	True	False	True	False	2	2	2	2	a-d	False	ctg_results_bor_1999_2009
NCT00364923	evaluable population	Evaluable Population	0	PRIMARY	Response Rate Per Independent Central Review	Response was assessed at 7 weeks (prior to Cycle 2) and then prior to every other even-numbered cycle (every 14 weeks) until disease progression or death for up to 2 years after initial dose	109	False	True	True	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00371345	all response-evaluable participants	All Response-evaluable Participants	1	PRIMARY	Percentage of Participants With Objective Response	From day of first treatment through Week 25 or at time of discontinuation from study treatment	69	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00371345	er and/or pgr positive tumor, 100 mg bid dasatinib	ER and/or PgR Positive Tumor, 100 mg BID Dasatinib	0	PRIMARY	Number of Participants With Objective Response	From day of first treatment through Week 25 or at time of discontinuation from study treatment.	14	False	True	False	False	False	False	3	3	2	1	f	False	ctg_results_bor_1999_2009
NCT00371345	er and/or pgr positive tumor, 70 mg bid dasatinib	ER and/or PgR Positive Tumor, 70 mg BID Dasatinib	0	PRIMARY	Number of Participants With Objective Response	From day of first treatment through Week 25 or at time of discontinuation from study treatment.	31	False	True	False	False	False	False	3	3	2	1	f	False	ctg_results_bor_1999_2009
NCT00371345	her2/neu-amplified tumor, 100 mg bid	Her2/Neu-amplified Tumor, 100 mg BID	0	PRIMARY	Number of Participants With Objective Response	From day of first treatment through Week 25 or at time of discontinuation from study treatment.	9	False	True	False	False	False	False	2	2	2	1	f	False	ctg_results_bor_1999_2009
NCT00371345	her2/neu-amplified tumor, 100 mg bid dasatinib	Her2/Neu-amplified Tumor, 100 mg BID Dasatinib	1	PRIMARY	Percentage of Participants With Objective Response	From day of first treatment through Week 25 or at time of discontinuation from study treatment	9	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00371345	her2/neu-amplified tumor, 70 mg twice daily (bid) dasatinib	Her2/Neu-amplified Tumor, 70 mg Twice Daily (BID) Dasatinib	0	PRIMARY	Number of Participants With Objective Response	From day of first treatment through Week 25 or at time of discontinuation from study treatment.	15	False	True	False	False	False	False	3	3	2	1	f	False	ctg_results_bor_1999_2009
